,ED50,Model,p-value,ED50,ED50,ED50,ED50,ED50,ED50,ED50,ED50,ED50,bmd,ED50,ED50
csnk1da,0.875976384,linear_up,0.00367723,0.875976384,0.875976384,0.875976384,0.87597638,0.87597638,0.87597638,0.87597638,0.87597638,0.87597638,0.87597638,0.87597638,0.87597638
cstf3,0.820881742,linear_up,0.034026007,0.820881742,0.820881742,0.820881742,0.82088174,0.82088174,0.82088174,0.82088174,0.82088174,0.82088174,0.82088174,0.82088174,0.82088174
ctsk,0.570058583,linear_down,0.009118057,0.570058583,0.570058583,0.570058583,0.57005858,0.57005858,0.57005858,0.57005858,0.57005858,0.57005858,0.57005858,0.57005858,0.57005858
cyp11a1,1.41E-06,MM.3_up,0.006385914,1.41E-06,1.41E-06,1.41E-06,1.41E-06,1.41E-06,1.41E-06,1.41E-06,1.41E-06,1.41E-06,1.41E-06,1.41E-06,1.41E-06
cyp1a,0.047417673,linear_up,0.000257586,0.047417673,0.047417673,0.047417673,0.04741767,0.04741767,0.04741767,0.04741767,0.04741767,0.04741767,0.04741767,0.04741767,0.04741767
cyp24a1,0.002633821,LL.3_up,0.005271378,0.002633821,0.002633821,0.002633821,0.00263382,0.00263382,0.00263382,0.00263382,0.00263382,0.00263382,0.00263382,0.00263382,0.00263382
cyp2aa3,1.052149194,linear_down,0.007247231,1.052149194,1.052149194,1.052149194,1.05214919,1.05214919,1.05214919,1.05214919,1.05214919,1.05214919,1.05214919,1.05214919,1.05214919
dyrk1ab,0.422140071,linear_down,0.025722768,0.422140071,0.422140071,0.422140071,0.42214007,0.42214007,0.42214007,0.42214007,0.42214007,0.42214007,0.42214007,0.42214007,0.42214007
ednraa,0.391300584,linear_down,0.004644854,0.391300584,0.391300584,0.391300584,0.39130058,0.39130058,0.39130058,0.39130058,0.39130058,0.39130058,0.39130058,0.39130058,0.39130058
eif3c,0.00754727,lgaussian_up,0.005884338,0.00754727,0.00754727,0.00754727,0.00754727,0.00754727,0.00754727,0.00754727,0.00754727,0.00754727,0.00754727,0.00754727,0.00754727
eif3ea,0.000477116,gaussian_up,0.021153996,0.000477116,0.000477116,0.000477116,0.00047712,0.00047712,0.00047712,0.00047712,0.00047712,0.00047712,0.00047712,0.00047712,0.00047712
EPHA2_2of2,1.128782076,linear_up,0.04209871,1.128782076,1.128782076,1.128782076,1.12878208,1.12878208,1.12878208,1.12878208,1.12878208,1.12878208,1.12878208,1.12878208,1.12878208
ephb2b,0.856231166,linear_down,0.042152367,0.856231166,0.856231166,0.856231166,0.85623117,0.85623117,0.85623117,0.85623117,0.85623117,0.85623117,0.85623117,0.85623117,0.85623117
fabp3,1.161923627,linear_down,0.03437378,1.161923627,1.161923627,1.161923627,1.16192363,1.16192363,1.16192363,1.16192363,1.16192363,1.16192363,1.16192363,1.16192363,1.16192363
fbp1b,0.963458199,linlog_up,0.011693732,0.963458199,0.963458199,0.963458199,0.9634582,0.9634582,0.9634582,0.9634582,0.9634582,0.9634582,0.9634582,0.9634582,0.9634582
fgfr1a,5.237228337,linlog_up,0.004051533,5.237228337,5.237228337,5.237228337,5.23722834,5.23722834,5.23722834,5.23722834,5.23722834,5.23722834,5.23722834,5.23722834,5.23722834
fgfr1b,0.524451934,linear_up,0.042430071,0.524451934,0.524451934,0.524451934,0.52445193,0.52445193,0.52445193,0.52445193,0.52445193,0.52445193,0.52445193,0.52445193,0.52445193
foxc1a,0.808378959,linear_up,0.013790903,0.808378959,0.808378959,0.808378959,0.80837896,0.80837896,0.80837896,0.80837896,0.80837896,0.80837896,0.80837896,0.80837896,0.80837896
fzr1a,3.297038338,linlog_up,0.025884252,3.297038338,3.297038338,3.297038338,3.29703834,3.29703834,3.29703834,3.29703834,3.29703834,3.29703834,3.29703834,3.29703834,3.29703834
gli1,13904866.53,lgaussian_up,0.010865087,13904866.53,13904866.53,13904866.53,13904866.5,13904866.5,13904866.5,13904866.5,13904866.5,13904866.5,13904866.5,13904866.5,13904866.5
gnl3l,0.005308892,lgaussian_up,0.006024306,0.005308892,0.005308892,0.005308892,0.00530889,0.00530889,0.00530889,0.00530889,0.00530889,0.00530889,0.00530889,0.00530889,0.00530889
GSK3B_2of2,0.000732555,gaussian_up,0.043704293,0.000732555,0.000732555,0.000732555,0.00073255,0.00073255,0.00073255,0.00073255,0.00073255,0.00073255,0.00073255,0.00073255,0.00073255
gstm,0.395938364,linear_down,0.00040661,0.395938364,0.395938364,0.395938364,0.39593836,0.39593836,0.39593836,0.39593836,0.39593836,0.39593836,0.39593836,0.39593836,0.39593836
gtpbp4,4.93E-05,MM.3_up,0.013363005,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05
hadhab,1.69E-05,MM.3_down,0.002606048,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05
hnrnpa1b,0.688131972,linear_down,0.035714489,0.688131972,0.688131972,0.688131972,0.68813197,0.68813197,0.68813197,0.68813197,0.68813197,0.68813197,0.68813197,0.68813197,0.68813197
hoxb3a,0.023258573,lgaussian_up,0.001354146,0.023258573,0.023258573,0.023258573,0.02325857,0.02325857,0.02325857,0.02325857,0.02325857,0.02325857,0.02325857,0.02325857,0.02325857
hs6st2,0.637317144,linear_up,0.015290548,0.637317144,0.637317144,0.637317144,0.63731714,0.63731714,0.63731714,0.63731714,0.63731714,0.63731714,0.63731714,0.63731714,0.63731714
hsd17b10,0.276504214,linear_down,0.048585732,0.276504214,0.276504214,0.276504214,0.27650421,0.27650421,0.27650421,0.27650421,0.27650421,0.27650421,0.27650421,0.27650421,0.27650421
hsp90b1,0.469405573,linear_down,0.015273456,0.469405573,0.469405573,0.469405573,0.46940557,0.46940557,0.46940557,0.46940557,0.46940557,0.46940557,0.46940557,0.46940557,0.46940557
igf2b,0.53956244,linear_up,0.008098573,0.53956244,0.53956244,0.53956244,0.53956244,0.53956244,0.53956244,0.53956244,0.53956244,0.53956244,0.53956244,0.53956244,0.53956244
iqgap1,9.917022343,linlog_down,0.006672705,9.917022343,9.917022343,9.917022343,9.91702234,9.91702234,9.91702234,9.91702234,9.91702234,9.91702234,9.91702234,9.91702234,9.91702234
krt8,0.428950411,linear_up,0.049030376,0.428950411,0.428950411,0.428950411,0.42895041,0.42895041,0.42895041,0.42895041,0.42895041,0.42895041,0.42895041,0.42895041,0.42895041
lsm4,0.050265279,gaussian_up,0.039708886,0.050265279,0.050265279,0.050265279,0.05026528,0.05026528,0.05026528,0.05026528,0.05026528,0.05026528,0.05026528,0.05026528,0.05026528
lsm8,0.000746478,LL.3_down,9.47E-05,0.000746478,0.000746478,0.000746478,0.00074648,0.00074648,0.00074648,0.00074648,0.00074648,0.00074648,0.00074648,0.00074648,0.00074648
mapk3,1.157006761,linear_up,0.015491944,1.157006761,1.157006761,1.157006761,1.15700676,1.15700676,1.15700676,1.15700676,1.15700676,1.15700676,1.15700676,1.15700676,1.15700676
mmp11a,0.291244924,linear_down,0.017347234,0.291244924,0.291244924,0.291244924,0.29124492,0.29124492,0.29124492,0.29124492,0.29124492,0.29124492,0.29124492,0.29124492,0.29124492
msh6,0.500131438,linear_down,0.002155662,0.500131438,0.500131438,0.500131438,0.50013144,0.50013144,0.50013144,0.50013144,0.50013144,0.50013144,0.50013144,0.50013144,0.50013144
myl6,0.309220914,linlog_up,0.017448587,0.309220914,0.309220914,0.309220914,0.30922091,0.30922091,0.30922091,0.30922091,0.30922091,0.30922091,0.30922091,0.30922091,0.30922091
nansa,0.005301914,gaussian_up,0.006992974,0.005301914,0.005301914,0.005301914,0.00530191,0.00530191,0.00530191,0.00530191,0.00530191,0.00530191,0.00530191,0.00530191,0.00530191
ncoa3,181469357.1,lgaussian_up,0.005295558,181469357.1,181469357.1,181469357.1,181469357,181469357,181469357,181469357,181469357,181469357,181469357,181469357,181469357
nme2b.2,0.334610085,linear_down,0.01034071,0.334610085,0.334610085,0.334610085,0.33461009,0.33461009,0.33461009,0.33461009,0.33461009,0.33461009,0.33461009,0.33461009,0.33461009
nr2f5,0.389548489,linear_up,0.007349361,0.389548489,0.389548489,0.389548489,0.38954849,0.38954849,0.38954849,0.38954849,0.38954849,0.38954849,0.38954849,0.38954849,0.38954849
nras,1.086059773,linear_up,0.010038951,1.086059773,1.086059773,1.086059773,1.08605977,1.08605977,1.08605977,1.08605977,1.08605977,1.08605977,1.08605977,1.08605977,1.08605977
ogg1,0.061943672,gaussian_up,0.006805448,0.061943672,0.061943672,0.061943672,0.06194367,0.06194367,0.06194367,0.06194367,0.06194367,0.06194367,0.06194367,0.06194367,0.06194367
orc3,0.32940731,linear_down,0.002052103,0.32940731,0.32940731,0.32940731,0.32940731,0.32940731,0.32940731,0.32940731,0.32940731,0.32940731,0.32940731,0.32940731,0.32940731
otpb,0.000242235,LL.3_down,0.003576461,0.000242235,0.000242235,0.000242235,0.00024224,0.00024224,0.00024224,0.00024224,0.00024224,0.00024224,0.00024224,0.00024224,0.00024224
oxsr1a,0.000707542,gaussian_up,0.013808793,0.000707542,0.000707542,0.000707542,0.00070754,0.00070754,0.00070754,0.00070754,0.00070754,0.00070754,0.00070754,0.00070754,0.00070754
pdhb,42.42316617,linlog_down,0.040799913,42.42316617,42.42316617,42.42316617,42.4231662,42.4231662,42.4231662,42.4231662,42.4231662,42.4231662,42.4231662,42.4231662,42.4231662
per2,0.041715614,linlog_up,0.021152813,0.041715614,0.041715614,0.041715614,0.04171561,0.04171561,0.04171561,0.04171561,0.04171561,0.04171561,0.04171561,0.04171561,0.04171561
plrg1,0.040656837,lgaussian_up,0.040615267,0.040656837,0.040656837,0.040656837,0.04065684,0.04065684,0.04065684,0.04065684,0.04065684,0.04065684,0.04065684,0.04065684,0.04065684
pold1,1.027439468,linear_down,0.03262792,1.027439468,1.027439468,1.027439468,1.02743947,1.02743947,1.02743947,1.02743947,1.02743947,1.02743947,1.02743947,1.02743947,1.02743947
pole3,0.676237108,linear_down,0.020815193,0.676237108,0.676237108,0.676237108,0.67623711,0.67623711,0.67623711,0.67623711,0.67623711,0.67623711,0.67623711,0.67623711,0.67623711
pparab,2.294342499,linlog_up,0.01914723,2.294342499,2.294342499,2.294342499,2.2943425,2.2943425,2.2943425,2.2943425,2.2943425,2.2943425,2.2943425,2.2943425,2.2943425
ppp1cb,0.755834376,linear_up,0.048691108,0.755834376,0.755834376,0.755834376,0.75583438,0.75583438,0.75583438,0.75583438,0.75583438,0.75583438,0.75583438,0.75583438,0.75583438
pqbp1,1.158531632,linear_down,0.022033605,1.158531632,1.158531632,1.158531632,1.15853163,1.15853163,1.15853163,1.15853163,1.15853163,1.15853163,1.15853163,1.15853163,1.15853163
prps1a,0.896748538,linear_up,0.007051481,0.896748538,0.896748538,0.896748538,0.89674854,0.89674854,0.89674854,0.89674854,0.89674854,0.89674854,0.89674854,0.89674854,0.89674854
psmb5,2.961542525,linlog_down,0.017448377,2.961542525,2.961542525,2.961542525,2.96154252,2.96154252,2.96154252,2.96154252,2.96154252,2.96154252,2.96154252,2.96154252,2.96154252
psmc1a,0.000547191,MM.3_down,0.008911679,0.000547191,0.000547191,0.000547191,0.00054719,0.00054719,0.00054719,0.00054719,0.00054719,0.00054719,0.00054719,0.00054719,0.00054719
ptges3a,0.000480518,gaussian_up,0.048988347,0.000480518,0.000480518,0.000480518,0.00048052,0.00048052,0.00048052,0.00048052,0.00048052,0.00048052,0.00048052,0.00048052,0.00048052
ptgs1,0.248063967,linear_up,0.020128701,0.248063967,0.248063967,0.248063967,0.24806397,0.24806397,0.24806397,0.24806397,0.24806397,0.24806397,0.24806397,0.24806397,0.24806397
rarga,1.182969825,linear_up,0.008172906,1.182969825,1.182969825,1.182969825,1.18296982,1.18296982,1.18296982,1.18296982,1.18296982,1.18296982,1.18296982,1.18296982,1.18296982
rassf1,0.000441019,gaussian_up,0.042638142,0.000441019,0.000441019,0.000441019,0.00044102,0.00044102,0.00044102,0.00044102,0.00044102,0.00044102,0.00044102,0.00044102,0.00044102
rbm8a,0.003341469,lgaussian_up,0.012007372,0.003341469,0.003341469,0.003341469,0.00334147,0.00334147,0.00334147,0.00334147,0.00334147,0.00334147,0.00334147,0.00334147,0.00334147
reep5,0.754093203,linear_down,0.035634627,0.754093203,0.754093203,0.754093203,0.7540932,0.7540932,0.7540932,0.7540932,0.7540932,0.7540932,0.7540932,0.7540932,0.7540932
robo3,0.66298438,linear_up,0.010753905,0.66298438,0.66298438,0.66298438,0.66298438,0.66298438,0.66298438,0.66298438,0.66298438,0.66298438,0.66298438,0.66298438,0.66298438
rpl12,19.19156106,linlog_up,0.018651278,19.19156106,19.19156106,19.19156106,19.1915611,19.1915611,19.1915611,19.1915611,19.1915611,19.1915611,19.1915611,19.1915611,19.1915611
rps27a,1.114310078,linear_up,0.023885463,1.114310078,1.114310078,1.114310078,1.11431008,1.11431008,1.11431008,1.11431008,1.11431008,1.11431008,1.11431008,1.11431008,1.11431008
rps4x,1.317744756,linear_up,0.042887862,1.317744756,1.317744756,1.317744756,1.31774476,1.31774476,1.31774476,1.31774476,1.31774476,1.31774476,1.31774476,1.31774476,1.31774476
rxraa,0.004769573,gaussian_up,0.00503957,0.004769573,0.004769573,0.004769573,0.00476957,0.00476957,0.00476957,0.00476957,0.00476957,0.00476957,0.00476957,0.00476957,0.00476957
rxrbb,0.435501524,linear_down,0.001028838,0.435501524,0.435501524,0.435501524,0.43550152,0.43550152,0.43550152,0.43550152,0.43550152,0.43550152,0.43550152,0.43550152,0.43550152
rxrgb,0.336334983,linear_up,0.014813449,0.336334983,0.336334983,0.336334983,0.33633498,0.33633498,0.33633498,0.33633498,0.33633498,0.33633498,0.33633498,0.33633498,0.33633498
sart1,0.005321556,gaussian_up,0.00337018,0.005321556,0.005321556,0.005321556,0.00532156,0.00532156,0.00532156,0.00532156,0.00532156,0.00532156,0.00532156,0.00532156,0.00532156
sec23b,1.94E-06,MM.3_up,0.023249906,1.94E-06,1.94E-06,1.94E-06,1.94E-06,1.94E-06,1.94E-06,1.94E-06,1.94E-06,1.94E-06,1.94E-06,1.94E-06,1.94E-06
sec61al2,0.000123014,LL.3_up,0.000694043,0.000123014,0.000123014,0.000123014,0.00012301,0.00012301,0.00012301,0.00012301,0.00012301,0.00012301,0.00012301,0.00012301,0.00012301
serpine1,6.71E-06,MM.3_up,0.000393637,6.71E-06,6.71E-06,6.71E-06,6.71E-06,6.71E-06,6.71E-06,6.71E-06,6.71E-06,6.71E-06,6.71E-06,6.71E-06,6.71E-06
si-ch211-194i10.5,3.43030858,linlog_down,0.004750959,3.43030858,3.43030858,3.43030858,3.43030858,3.43030858,3.43030858,3.43030858,3.43030858,3.43030858,3.43030858,3.43030858,3.43030858
spcs3,0.000462197,gaussian_up,0.012340619,0.000462197,0.000462197,0.000462197,0.0004622,0.0004622,0.0004622,0.0004622,0.0004622,0.0004622,0.0004622,0.0004622,0.0004622
srsf2a,0.374106274,linear_down,0.006383461,0.374106274,0.374106274,0.374106274,0.37410627,0.37410627,0.37410627,0.37410627,0.37410627,0.37410627,0.37410627,0.37410627,0.37410627
stag1b,1.059594495,linear_down,0.004305973,1.059594495,1.059594495,1.059594495,1.0595945,1.0595945,1.0595945,1.0595945,1.0595945,1.0595945,1.0595945,1.0595945,1.0595945
stm,2.66E-05,MM.3_up,0.01669787,2.66E-05,2.66E-05,2.66E-05,2.66E-05,2.66E-05,2.66E-05,2.66E-05,2.66E-05,2.66E-05,2.66E-05,2.66E-05,2.66E-05
sumo2b,0.805160223,linear_up,0.014309526,0.805160223,0.805160223,0.805160223,0.80516022,0.80516022,0.80516022,0.80516022,0.80516022,0.80516022,0.80516022,0.80516022,0.80516022
tcf7l1a,0.003083137,LL.3_up,0.006380219,0.003083137,0.003083137,0.003083137,0.00308314,0.00308314,0.00308314,0.00308314,0.00308314,0.00308314,0.00308314,0.00308314,0.00308314
tcf7l1b,0.298378213,linlog_up,0.047041317,0.298378213,0.298378213,0.298378213,0.29837821,0.29837821,0.29837821,0.29837821,0.29837821,0.29837821,0.29837821,0.29837821,0.29837821
timp2a,0.802954662,linear_down,0.018995967,0.802954662,0.802954662,0.802954662,0.80295466,0.80295466,0.80295466,0.80295466,0.80295466,0.80295466,0.80295466,0.80295466,0.80295466
tpd52l2b,0.0045546,gaussian_up,0.034457841,0.0045546,0.0045546,0.0045546,0.0045546,0.0045546,0.0045546,0.0045546,0.0045546,0.0045546,0.0045546,0.0045546,0.0045546
tuba8l,0.392149854,linear_down,0.04002444,0.392149854,0.392149854,0.392149854,0.39214985,0.39214985,0.39214985,0.39214985,0.39214985,0.39214985,0.39214985,0.39214985,0.39214985
tuba8l2,0.945764544,linlog_up,0.018506637,0.945764544,0.945764544,0.945764544,0.94576454,0.94576454,0.94576454,0.94576454,0.94576454,0.94576454,0.94576454,0.94576454,0.94576454
ube2d1b,0.811557427,linlog_up,0.016420356,0.811557427,0.811557427,0.811557427,0.81155743,0.81155743,0.81155743,0.81155743,0.81155743,0.81155743,0.81155743,0.81155743,0.81155743
ube2na,0.803882831,linear_down,0.007605993,0.803882831,0.803882831,0.803882831,0.80388283,0.80388283,0.80388283,0.80388283,0.80388283,0.80388283,0.80388283,0.80388283,0.80388283
vdac1,0.908159389,linear_up,0.040837398,0.908159389,0.908159389,0.908159389,0.90815939,0.90815939,0.90815939,0.90815939,0.90815939,0.90815939,0.90815939,0.90815939,0.90815939
vdac2,4881.366078,linlog_down,0.003366955,4881.366078,4881.366078,4881.366078,4881.36608,4881.36608,4881.36608,4881.36608,4881.36608,4881.36608,4881.36608,4881.36608,4881.36608
wdr36,0.005140753,lgaussian_up,2.98E-05,0.005140753,0.005140753,0.005140753,0.00514075,0.00514075,0.00514075,0.00514075,0.00514075,0.00514075,0.00514075,0.00514075,0.00514075
wdr43,35233881168,lgaussian_up,0.020653243,35233881168,35233881168,35233881168,35234000000,35234000000,35234000000,35234000000,35234000000,35234000000,35234000000,35234000000,35234000000
wdr75,166849.1648,lgaussian_up,0.01910014,166849.1648,166849.1648,166849.1648,166849.165,166849.165,166849.165,166849.165,166849.165,166849.165,166849.165,166849.165,166849.165
zgc-55733,0.494744984,linear_down,0.047639547,0.494744984,0.494744984,0.494744984,0.49474498,0.49474498,0.49474498,0.49474498,0.49474498,0.49474498,0.49474498,0.49474498,0.49474498
zgc-86598,0.81490172,linear_up,0.030391453,0.81490172,0.81490172,0.81490172,0.81490172,0.81490172,0.81490172,0.81490172,0.81490172,0.81490172,0.81490172,0.81490172,0.81490172
