,ED50,Model,p-value,ED50,ED50,ED50,ED50,ED50,ED50,ED50,ED50,ED50,bmd,ED50,ED50
hdac6,0.082909816,lgaussian_up,6.48E-05,0.082909816,0.08290982,0.08290982,0.082909816,0.08290982,0.08290982,0.082909816,0.08290982,0.08290982,0.082909816,0.08290982,0.08290982
acvr2b,0.104433412,gaussian_up,0.046215615,0.104433412,0.10443341,0.10443341,0.104433412,0.10443341,0.10443341,0.104433412,0.10443341,0.10443341,0.104433412,0.10443341,0.10443341
hadh,0.107788547,gaussian_up,0.021313645,0.107788547,0.10778855,0.10778855,0.107788547,0.10778855,0.10778855,0.107788547,0.10778855,0.10778855,0.107788547,0.10778855,0.10778855
e2f7,0.131381029,gaussian_up,0.000672662,0.131381029,0.13138103,0.13138103,0.131381029,0.13138103,0.13138103,0.131381029,0.13138103,0.13138103,0.131381029,0.13138103,0.13138103
rorb,0.155395485,linlog_down,0.032737923,0.155395485,0.15539549,0.15539549,0.155395485,0.15539549,0.15539549,0.155395485,0.15539549,0.15539549,0.155395485,0.15539549,0.15539549
ednrab,0.228645654,linlog_up,0.01275353,0.228645654,0.22864565,0.22864565,0.228645654,0.22864565,0.22864565,0.228645654,0.22864565,0.22864565,0.228645654,0.22864565,0.22864565
lias,0.419183735,lgaussian_up,0.021201207,0.419183735,0.41918374,0.41918374,0.419183735,0.41918374,0.41918374,0.419183735,0.41918374,0.41918374,0.419183735,0.41918374,0.41918374
cyp1a,0.515761508,linlog_up,0.009572057,0.515761508,0.51576151,0.51576151,0.515761508,0.51576151,0.51576151,0.515761508,0.51576151,0.51576151,0.515761508,0.51576151,0.51576151
rock1,0.681505483,lgaussian_up,0.036149732,0.681505483,0.68150548,0.68150548,0.681505483,0.68150548,0.68150548,0.681505483,0.68150548,0.68150548,0.681505483,0.68150548,0.68150548
sox1b,0.698210328,gaussian_up,0.017613581,0.698210328,0.69821033,0.69821033,0.698210328,0.69821033,0.69821033,0.698210328,0.69821033,0.69821033,0.698210328,0.69821033,0.69821033
lfng,0.76425378,lgaussian_up,0.024895079,0.76425378,0.76425378,0.76425378,0.76425378,0.76425378,0.76425378,0.76425378,0.76425378,0.76425378,0.76425378,0.76425378,0.76425378
igfbp7,0.8181831,gaussian_up,0.02535384,0.8181831,0.8181831,0.8181831,0.8181831,0.8181831,0.8181831,0.8181831,0.8181831,0.8181831,0.8181831,0.8181831,0.8181831
pax5,1.232508135,gaussian_up,0.034555373,1.232508135,1.23250814,1.23250814,1.232508135,1.23250814,1.23250814,1.232508135,1.23250814,1.23250814,1.232508135,1.23250814,1.23250814
cyp24a1,1.346014863,linear_up,0.024035356,1.346014863,1.34601486,1.34601486,1.346014863,1.34601486,1.34601486,1.346014863,1.34601486,1.34601486,1.346014863,1.34601486,1.34601486
pomp,1.393711014,linlog_down,0.026872222,1.393711014,1.39371101,1.39371101,1.393711014,1.39371101,1.39371101,1.393711014,1.39371101,1.39371101,1.393711014,1.39371101,1.39371101
ptgs2a,1.477271804,linlog_up,0.018679021,1.477271804,1.4772718,1.4772718,1.477271804,1.4772718,1.4772718,1.477271804,1.4772718,1.4772718,1.477271804,1.4772718,1.4772718
hsd11b2,2.204626165,linear_down,0.008336709,2.204626165,2.20462617,2.20462617,2.204626165,2.20462617,2.20462617,2.204626165,2.20462617,2.20462617,2.204626165,2.20462617,2.20462617
fzd7a,2.578551788,linear_up,0.035871426,2.578551788,2.57855179,2.57855179,2.578551788,2.57855179,2.57855179,2.578551788,2.57855179,2.57855179,2.578551788,2.57855179,2.57855179
mmp17b,2.652883757,linear_up,0.00220571,2.652883757,2.65288376,2.65288376,2.652883757,2.65288376,2.65288376,2.652883757,2.65288376,2.65288376,2.652883757,2.65288376,2.65288376
gtf2h5,2.804802365,linear_down,0.040207055,2.804802365,2.80480237,2.80480237,2.804802365,2.80480237,2.80480237,2.804802365,2.80480237,2.80480237,2.804802365,2.80480237,2.80480237
smad3b,2.826657806,linear_down,0.007192824,2.826657806,2.82665781,2.82665781,2.826657806,2.82665781,2.82665781,2.826657806,2.82665781,2.82665781,2.826657806,2.82665781,2.82665781
dhodh,2.838102921,lgaussian_up,0.00572439,2.838102921,2.83810292,2.83810292,2.838102921,2.83810292,2.83810292,2.838102921,2.83810292,2.83810292,2.838102921,2.83810292,2.83810292
mvp,2.985313065,linear_up,0.044164399,2.985313065,2.98531307,2.98531307,2.985313065,2.98531307,2.98531307,2.985313065,2.98531307,2.98531307,2.985313065,2.98531307,2.98531307
akt3a,2.992027405,linear_down,4.15E-05,2.992027405,2.99202741,2.99202741,2.992027405,2.99202741,2.99202741,2.992027405,2.99202741,2.99202741,2.992027405,2.99202741,2.99202741
ctsc,2.995234232,linear_up,0.021195062,2.995234232,2.99523423,2.99523423,2.995234232,2.99523423,2.99523423,2.995234232,2.99523423,2.99523423,2.995234232,2.99523423,2.99523423
mmp30,3.178094531,linlog_down,0.003564994,3.178094531,3.17809453,3.17809453,3.178094531,3.17809453,3.17809453,3.178094531,3.17809453,3.17809453,3.178094531,3.17809453,3.17809453
cp,3.428520578,linear_down,0.021096261,3.428520578,3.42852058,3.42852058,3.428520578,3.42852058,3.42852058,3.428520578,3.42852058,3.42852058,3.428520578,3.42852058,3.42852058
agtr2,3.531829115,linear_down,0.001136213,3.531829115,3.53182912,3.53182912,3.531829115,3.53182912,3.53182912,3.531829115,3.53182912,3.53182912,3.531829115,3.53182912,3.53182912
tfap2b,3.685832815,linlog_down,0.044395215,3.685832815,3.68583282,3.68583282,3.685832815,3.68583282,3.68583282,3.685832815,3.68583282,3.68583282,3.685832815,3.68583282,3.68583282
ptgs2b,3.718917848,linear_up,0.015815038,3.718917848,3.71891785,3.71891785,3.718917848,3.71891785,3.71891785,3.718917848,3.71891785,3.71891785,3.718917848,3.71891785,3.71891785
foxo1a,3.790690924,linlog_up,0.010780818,3.790690924,3.79069092,3.79069092,3.790690924,3.79069092,3.79069092,3.790690924,3.79069092,3.79069092,3.790690924,3.79069092,3.79069092
riok1,4.638408018,lgaussian_up,0.012558842,4.638408018,4.63840802,4.63840802,4.638408018,4.63840802,4.63840802,4.638408018,4.63840802,4.63840802,4.638408018,4.63840802,4.63840802
casp8,4.798934529,linear_up,0.004615474,4.798934529,4.79893453,4.79893453,4.798934529,4.79893453,4.79893453,4.798934529,4.79893453,4.79893453,4.798934529,4.79893453,4.79893453
cyp26a1,4.807362365,linear_up,0.028116851,4.807362365,4.80736237,4.80736237,4.807362365,4.80736237,4.80736237,4.807362365,4.80736237,4.80736237,4.807362365,4.80736237,4.80736237
fasn,5.057617079,linear_down,0.031556706,5.057617079,5.05761708,5.05761708,5.057617079,5.05761708,5.05761708,5.057617079,5.05761708,5.05761708,5.057617079,5.05761708,5.05761708
cd63,5.209933529,linear_up,0.010376559,5.209933529,5.20993353,5.20993353,5.209933529,5.20993353,5.20993353,5.209933529,5.20993353,5.20993353,5.209933529,5.20993353,5.20993353
foxa2,5.291549782,linear_down,0.000659369,5.291549782,5.29154978,5.29154978,5.291549782,5.29154978,5.29154978,5.291549782,5.29154978,5.29154978,5.291549782,5.29154978,5.29154978
dpm1,5.433815056,linear_down,0.001867656,5.433815056,5.43381506,5.43381506,5.433815056,5.43381506,5.43381506,5.433815056,5.43381506,5.43381506,5.433815056,5.43381506,5.43381506
pvalb2,5.724975583,linear_down,0.043459823,5.724975583,5.72497558,5.72497558,5.724975583,5.72497558,5.72497558,5.724975583,5.72497558,5.72497558,5.724975583,5.72497558,5.72497558
chrm2a,5.830750992,linear_down,0.000740604,5.830750992,5.83075099,5.83075099,5.830750992,5.83075099,5.83075099,5.830750992,5.83075099,5.83075099,5.830750992,5.83075099,5.83075099
tradd,5.944744529,linear_up,0.006278899,5.944744529,5.94474453,5.94474453,5.944744529,5.94474453,5.94474453,5.944744529,5.94474453,5.94474453,5.944744529,5.94474453,5.94474453
clns1a,6.456013266,linear_down,0.003903879,6.456013266,6.45601327,6.45601327,6.456013266,6.45601327,6.45601327,6.456013266,6.45601327,6.45601327,6.456013266,6.45601327,6.45601327
odc1,6.502406837,linear_up,0.046430943,6.502406837,6.50240684,6.50240684,6.502406837,6.50240684,6.50240684,6.502406837,6.50240684,6.50240684,6.502406837,6.50240684,6.50240684
pfkpa,6.596064206,linear_down,0.035600648,6.596064206,6.59606421,6.59606421,6.596064206,6.59606421,6.59606421,6.596064206,6.59606421,6.59606421,6.596064206,6.59606421,6.59606421
bcl7ba,6.889556006,linear_down,0.039195152,6.889556006,6.88955601,6.88955601,6.889556006,6.88955601,6.88955601,6.889556006,6.88955601,6.88955601,6.889556006,6.88955601,6.88955601
inhbb,6.962369397,linear_down,0.030475454,6.962369397,6.9623694,6.9623694,6.962369397,6.9623694,6.9623694,6.962369397,6.9623694,6.9623694,6.962369397,6.9623694,6.9623694
ptger2a,7.008191755,linear_down,0.003607177,7.008191755,7.00819176,7.00819176,7.008191755,7.00819176,7.00819176,7.008191755,7.00819176,7.00819176,7.008191755,7.00819176,7.00819176
tcf7l1a,7.011763698,linear_up,0.019601315,7.011763698,7.0117637,7.0117637,7.011763698,7.0117637,7.0117637,7.011763698,7.0117637,7.0117637,7.011763698,7.0117637,7.0117637
csnk1e,7.035129904,linear_down,0.038515053,7.035129904,7.0351299,7.0351299,7.035129904,7.0351299,7.0351299,7.035129904,7.0351299,7.0351299,7.035129904,7.0351299,7.0351299
cd36,7.214063314,linear_down,0.000588683,7.214063314,7.21406331,7.21406331,7.214063314,7.21406331,7.21406331,7.214063314,7.21406331,7.21406331,7.214063314,7.21406331,7.21406331
scn1lab,7.363451853,linear_down,0.001523075,7.363451853,7.36345185,7.36345185,7.363451853,7.36345185,7.36345185,7.363451853,7.36345185,7.36345185,7.363451853,7.36345185,7.36345185
gap43,7.377813738,linear_down,0.040951991,7.377813738,7.37781374,7.37781374,7.377813738,7.37781374,7.37781374,7.377813738,7.37781374,7.37781374,7.377813738,7.37781374,7.37781374
nfia,7.507007001,linear_down,0.017855547,7.507007001,7.507007,7.507007,7.507007001,7.507007,7.507007,7.507007001,7.507007,7.507007,7.507007001,7.507007,7.507007
gtpbp4,7.575888593,linear_up,0.035571421,7.575888593,7.57588859,7.57588859,7.575888593,7.57588859,7.57588859,7.575888593,7.57588859,7.57588859,7.575888593,7.57588859,7.57588859
gria3b,7.860746148,linear_down,0.001746219,7.860746148,7.86074615,7.86074615,7.860746148,7.86074615,7.86074615,7.860746148,7.86074615,7.86074615,7.860746148,7.86074615,7.86074615
zeb1a,7.972802833,linear_up,0.030403853,7.972802833,7.97280283,7.97280283,7.972802833,7.97280283,7.97280283,7.972802833,7.97280283,7.97280283,7.972802833,7.97280283,7.97280283
tek,8.160212116,linear_up,0.04492021,8.160212116,8.16021212,8.16021212,8.160212116,8.16021212,8.16021212,8.160212116,8.16021212,8.16021212,8.160212116,8.16021212,8.16021212
nfkb1,8.243300147,linear_up,0.030395224,8.243300147,8.24330015,8.24330015,8.243300147,8.24330015,8.24330015,8.243300147,8.24330015,8.24330015,8.243300147,8.24330015,8.24330015
dlat,8.317957353,linear_down,0.005194219,8.317957353,8.31795735,8.31795735,8.317957353,8.31795735,8.31795735,8.317957353,8.31795735,8.31795735,8.317957353,8.31795735,8.31795735
eif2b4,8.399336711,linear_down,0.019407293,8.399336711,8.39933671,8.39933671,8.399336711,8.39933671,8.39933671,8.399336711,8.39933671,8.39933671,8.399336711,8.39933671,8.39933671
ywhag2,8.600106275,linear_down,0.009121004,8.600106275,8.60010628,8.60010628,8.600106275,8.60010628,8.60010628,8.600106275,8.60010628,8.60010628,8.600106275,8.60010628,8.60010628
aldh6a1,8.600193358,linear_down,0.038291763,8.600193358,8.60019336,8.60019336,8.600193358,8.60019336,8.60019336,8.600193358,8.60019336,8.60019336,8.600193358,8.60019336,8.60019336
psmb7,8.810656969,linear_down,0.025023039,8.810656969,8.81065697,8.81065697,8.810656969,8.81065697,8.81065697,8.810656969,8.81065697,8.81065697,8.810656969,8.81065697,8.81065697
mre11a,8.867072123,linear_up,0.037870549,8.867072123,8.86707212,8.86707212,8.867072123,8.86707212,8.86707212,8.867072123,8.86707212,8.86707212,8.867072123,8.86707212,8.86707212
preb,8.926090973,linear_up,0.01377143,8.926090973,8.92609097,8.92609097,8.926090973,8.92609097,8.92609097,8.926090973,8.92609097,8.92609097,8.926090973,8.92609097,8.92609097
igfbp2a,8.989059331,linear_down,0.040289812,8.989059331,8.98905933,8.98905933,8.989059331,8.98905933,8.98905933,8.989059331,8.98905933,8.98905933,8.989059331,8.98905933,8.98905933
lin7a,9.362644823,linear_down,0.025084807,9.362644823,9.36264482,9.36264482,9.362644823,9.36264482,9.36264482,9.362644823,9.36264482,9.36264482,9.362644823,9.36264482,9.36264482
alg9,9.385653959,linear_down,0.010484247,9.385653959,9.38565396,9.38565396,9.385653959,9.38565396,9.38565396,9.385653959,9.38565396,9.38565396,9.385653959,9.38565396,9.38565396
ruvbl1,9.390529954,linear_down,0.023830459,9.390529954,9.39052995,9.39052995,9.390529954,9.39052995,9.39052995,9.390529954,9.39052995,9.39052995,9.390529954,9.39052995,9.39052995
ndufa8,9.591232591,linear_down,0.025350251,9.591232591,9.59123259,9.59123259,9.591232591,9.59123259,9.59123259,9.591232591,9.59123259,9.59123259,9.591232591,9.59123259,9.59123259
mybl2b,9.607461975,linear_up,0.021723005,9.607461975,9.60746198,9.60746198,9.607461975,9.60746198,9.60746198,9.607461975,9.60746198,9.60746198,9.607461975,9.60746198,9.60746198
mapkapk5,9.704966092,linear_down,0.037401747,9.704966092,9.70496609,9.70496609,9.704966092,9.70496609,9.70496609,9.704966092,9.70496609,9.70496609,9.704966092,9.70496609,9.70496609
cox6b1,9.849884018,linear_down,0.014933419,9.849884018,9.84988402,9.84988402,9.849884018,9.84988402,9.84988402,9.849884018,9.84988402,9.84988402,9.849884018,9.84988402,9.84988402
ctsk,10.14916146,linear_down,0.000853721,10.14916146,10.1491615,10.1491615,10.14916146,10.1491615,10.1491615,10.14916146,10.1491615,10.1491615,10.14916146,10.1491615,10.1491615
ap1s2,10.21976799,linear_down,0.019176167,10.21976799,10.219768,10.219768,10.21976799,10.219768,10.219768,10.21976799,10.219768,10.219768,10.21976799,10.219768,10.219768
tardbpl,10.4820162,linear_down,0.001063708,10.4820162,10.4820162,10.4820162,10.4820162,10.4820162,10.4820162,10.4820162,10.4820162,10.4820162,10.4820162,10.4820162,10.4820162
rpl39,10.49315093,linear_up,0.019014173,10.49315093,10.4931509,10.4931509,10.49315093,10.4931509,10.4931509,10.49315093,10.4931509,10.4931509,10.49315093,10.4931509,10.4931509
nsfl1c,10.6819858,linlog_down,0.044158637,10.6819858,10.6819858,10.6819858,10.6819858,10.6819858,10.6819858,10.6819858,10.6819858,10.6819858,10.6819858,10.6819858,10.6819858
nme2b.2,10.84900072,linear_down,0.046212019,10.84900072,10.8490007,10.8490007,10.84900072,10.8490007,10.8490007,10.84900072,10.8490007,10.8490007,10.84900072,10.8490007,10.8490007
