"gene.id","mod.name","b","c","d","e","f","SDres","AIC.model","lof.p","ctrl.mod","ctrl.mean","adv.incr","bmd","bmdl","bmdu","bmr","conv.pass","hd.pass","CI.pass","ld.pass","all.pass"
"adrb3a","Exp4",377.910926422087,1.5688034179844,NA,1.00096893344574,NA,0.295581784010928,11.92,0.151810253900295,1.00096893344574,1,TRUE,0.00192815797792089,0.000897644547837373,0.00433382143743281,1.29558178401093,TRUE,TRUE,TRUE,TRUE,TRUE
"ckbb","Exp4",522.139414324532,0.508659457664623,NA,1,NA,0.313589526727065,14.05,0.706326091209735,1,1,FALSE,0.00194597546495895,0.000823834207230766,0.00353625802948554,0.686410473272935,TRUE,TRUE,TRUE,TRUE,TRUE
"ogdhb","Exp4",335.673755519978,1.47047260941147,NA,1,NA,0.268652379494179,8.48,0.968919156206707,1,1,TRUE,0.00254424060126019,0.00113449270550587,0.0067153822333905,1.26865237949418,TRUE,TRUE,TRUE,TRUE,TRUE
"ywhaz","Exp4",340.347373989021,0.498303878073478,NA,1.00014078952744,NA,0.314039983368906,14.1,0.715964593630732,1.00014078952744,1,FALSE,0.00289086428224824,0.00123938261470569,0.00513568948031576,0.685960016631094,TRUE,TRUE,TRUE,TRUE,TRUE
"foxo1b","Exp4",204.42558023744,1.67469551892552,NA,1,NA,0.391217603684351,22.01,0.990487264645365,1,1,TRUE,0.00425278274816309,0.00190504980321957,0.0129498559705333,1.39121760368435,TRUE,TRUE,TRUE,TRUE,TRUE
"elavl3","Exp4",168.041585001586,1.49556349501556,NA,1.00170187944921,NA,0.27823940961717,9.75,0.992268706048483,1.00170187944921,1,TRUE,0.00484619563966812,0.00215731138683207,0.0123154909768819,1.27823940961717,TRUE,TRUE,TRUE,TRUE,TRUE
"slc25a5","Exp4",147.694589852206,0.478665860894687,NA,1,NA,0.285303002667537,10.65,0.659604752444234,1,1,FALSE,0.00533602958662987,0.00235435329948472,0.00885084068503298,0.714696997332463,TRUE,TRUE,TRUE,TRUE,TRUE
"ahr2","Exp4",118.945730912389,1.61626693720473,NA,1.0061793698335,NA,0.311230745357477,13.78,0.985898026479411,1.0061793698335,1,TRUE,0.00569329118569628,0.00264606563716223,0.0124839646908464,1.31123074535748,TRUE,TRUE,TRUE,TRUE,TRUE
"rpl18","Exp4",86.9412150936524,0.499672730660275,NA,1,NA,0.247660317852188,5.55,0.441750464024899,1,1,FALSE,0.00778402150901355,0.00347124682855659,0.0127064337193371,0.752339682147812,TRUE,TRUE,TRUE,TRUE,TRUE
"id1","Exp4",110.779710251027,0.550720698173597,NA,1.00731870313376,NA,0.261072772092619,7.45,0.330424352638418,1.00731870313376,1,FALSE,0.00811561201478482,0.00364696299240524,0.0141182180410549,0.738927227907381,TRUE,TRUE,TRUE,TRUE,TRUE
