,ED50,Model,p-value,ED50,ED50,ED50,ED50,ED50,ED50,ED50,ED50,ED50,bmd,ED50,ED50
ar,2.563915588,linear_down,0.045454786,2.563915588,2.563915588,2.563915588,2.563915588,2.563915588,2.563915588,2.563915588,2.563915588,2.563915588,0.025639156,2.563915588,2.563915588
cdc42,2.833429644,linlog_down,0.012119097,2.833429644,2.833429644,2.833429644,2.833429644,2.833429644,2.833429644,2.833429644,2.833429644,2.833429644,0.028334296,2.833429644,2.833429644
hoxb5a,2.937542644,linlog_down,0.011902296,2.937542644,2.937542644,2.937542644,2.937542644,2.937542644,2.937542644,2.937542644,2.937542644,2.937542644,0.029375426,2.937542644,2.937542644
atrx,2.940170917,lgaussian_up,0.031936398,2.940170917,2.940170917,2.940170917,2.940170917,2.940170917,2.940170917,2.940170917,2.940170917,2.940170917,0.029401709,2.940170917,2.940170917
cd40,3.06089672,linear_down,0.042309802,3.06089672,3.06089672,3.06089672,3.06089672,3.06089672,3.06089672,3.06089672,3.06089672,3.06089672,0.030608967,3.06089672,3.06089672
ednrab,3.643000054,linear_up,0.007955038,3.643000054,3.643000054,3.643000054,3.643000054,3.643000054,3.643000054,3.643000054,3.643000054,3.643000054,0.036430001,3.643000054,3.643000054
hmgcrb,3.657239715,lgaussian_up,0.001652371,3.657239715,3.657239715,3.657239715,3.657239715,3.657239715,3.657239715,3.657239715,3.657239715,3.657239715,0.036572397,3.657239715,3.657239715
mt2,3.793144134,linear_down,0.023487107,3.793144134,3.793144134,3.793144134,3.793144134,3.793144134,3.793144134,3.793144134,3.793144134,3.793144134,0.037931441,3.793144134,3.793144134
fyna,3.93210193,linlog_down,0.015426444,3.93210193,3.93210193,3.93210193,3.93210193,3.93210193,3.93210193,3.93210193,3.93210193,3.93210193,0.039321019,3.93210193,3.93210193
anapc10,4.578152077,linear_down,0.022788762,4.578152077,4.578152077,4.578152077,4.578152077,4.578152077,4.578152077,4.578152077,4.578152077,4.578152077,0.045781521,4.578152077,4.578152077
tek,4.938636835,linear_up,0.03326758,4.938636835,4.938636835,4.938636835,4.938636835,4.938636835,4.938636835,4.938636835,4.938636835,4.938636835,0.049386368,4.938636835,4.938636835
mmp24,5.040758098,linear_down,0.039553515,5.040758098,5.040758098,5.040758098,5.040758098,5.040758098,5.040758098,5.040758098,5.040758098,5.040758098,0.050407581,5.040758098,5.040758098
gad2,5.120159826,linear_down,0.001071294,5.120159826,5.120159826,5.120159826,5.120159826,5.120159826,5.120159826,5.120159826,5.120159826,5.120159826,0.051201598,5.120159826,5.120159826
zgc-55733,5.375272477,linear_down,0.028453267,5.375272477,5.375272477,5.375272477,5.375272477,5.375272477,5.375272477,5.375272477,5.375272477,5.375272477,0.053752725,5.375272477,5.375272477
adrb1,6.804644638,linear_down,0.028421806,6.804644638,6.804644638,6.804644638,6.804644638,6.804644638,6.804644638,6.804644638,6.804644638,6.804644638,0.068046446,6.804644638,6.804644638
bckdha,6.836671036,linlog_down,0.041804892,6.836671036,6.836671036,6.836671036,6.836671036,6.836671036,6.836671036,6.836671036,6.836671036,6.836671036,0.06836671,6.836671036,6.836671036
ndufs2,7.291914071,linlog_down,0.037982034,7.291914071,7.291914071,7.291914071,7.291914071,7.291914071,7.291914071,7.291914071,7.291914071,7.291914071,0.072919141,7.291914071,7.291914071
tbx5a,7.493861715,linear_down,0.031036807,7.493861715,7.493861715,7.493861715,7.493861715,7.493861715,7.493861715,7.493861715,7.493861715,7.493861715,0.074938617,7.493861715,7.493861715
nup37,7.643618644,linear_down,0.041769647,7.643618644,7.643618644,7.643618644,7.643618644,7.643618644,7.643618644,7.643618644,7.643618644,7.643618644,0.076436186,7.643618644,7.643618644
bmp1a,8.714788798,linear_up,0.003948795,8.714788798,8.714788798,8.714788798,8.714788798,8.714788798,8.714788798,8.714788798,8.714788798,8.714788798,0.087147888,8.714788798,8.714788798
tp53,9.115799791,linear_up,0.034393809,9.115799791,9.115799791,9.115799791,9.115799791,9.115799791,9.115799791,9.115799791,9.115799791,9.115799791,0.091157998,9.115799791,9.115799791
adcyap1b,9.707805394,linlog_down,0.024064333,9.707805394,9.707805394,9.707805394,9.707805394,9.707805394,9.707805394,9.707805394,9.707805394,9.707805394,0.097078054,9.707805394,9.707805394
gcat,10.06295177,linear_down,0.027777262,10.06295177,10.06295177,10.06295177,10.06295177,10.06295177,10.06295177,10.06295177,10.06295177,10.06295177,0.100629518,10.06295177,10.06295177
sdha,10.77451019,linear_down,0.008341645,10.77451019,10.77451019,10.77451019,10.77451019,10.77451019,10.77451019,10.77451019,10.77451019,10.77451019,0.107745102,10.77451019,10.77451019
hoxb13a,10.99587196,linear_down,0.03463374,10.99587196,10.99587196,10.99587196,10.99587196,10.99587196,10.99587196,10.99587196,10.99587196,10.99587196,0.10995872,10.99587196,10.99587196
krt94,11.19607478,linear_up,0.018725712,11.19607478,11.19607478,11.19607478,11.19607478,11.19607478,11.19607478,11.19607478,11.19607478,11.19607478,0.111960748,11.19607478,11.19607478
smad1,11.48808833,linear_up,0.037299652,11.48808833,11.48808833,11.48808833,11.48808833,11.48808833,11.48808833,11.48808833,11.48808833,11.48808833,0.114880883,11.48808833,11.48808833
arntl1a,11.93438681,linear_down,0.002517263,11.93438681,11.93438681,11.93438681,11.93438681,11.93438681,11.93438681,11.93438681,11.93438681,11.93438681,0.119343868,11.93438681,11.93438681
cox7a2a,12.30968206,linear_down,0.047374631,12.30968206,12.30968206,12.30968206,12.30968206,12.30968206,12.30968206,12.30968206,12.30968206,12.30968206,0.123096821,12.30968206,12.30968206
sf3b2,14.28590462,linlog_up,0.042491451,14.28590462,14.28590462,14.28590462,14.28590462,14.28590462,14.28590462,14.28590462,14.28590462,14.28590462,0.142859046,14.28590462,14.28590462
grwd1,14.91950741,linear_up,0.036187478,14.91950741,14.91950741,14.91950741,14.91950741,14.91950741,14.91950741,14.91950741,14.91950741,14.91950741,0.149195074,14.91950741,14.91950741
sox1a,15.09121208,linear_down,0.014868167,15.09121208,15.09121208,15.09121208,15.09121208,15.09121208,15.09121208,15.09121208,15.09121208,15.09121208,0.150912121,15.09121208,15.09121208
pgam2,15.09509428,linear_down,0.017019095,15.09509428,15.09509428,15.09509428,15.09509428,15.09509428,15.09509428,15.09509428,15.09509428,15.09509428,0.150950943,15.09509428,15.09509428
prpf38b,16.43389357,linear_up,0.048541802,16.43389357,16.43389357,16.43389357,16.43389357,16.43389357,16.43389357,16.43389357,16.43389357,16.43389357,0.164338936,16.43389357,16.43389357
gale,16.63223571,linear_up,0.041153557,16.63223571,16.63223571,16.63223571,16.63223571,16.63223571,16.63223571,16.63223571,16.63223571,16.63223571,0.166322357,16.63223571,16.63223571
rqcd1,18.01347579,lgaussian_up,0.000180992,18.01347579,18.01347579,18.01347579,18.01347579,18.01347579,18.01347579,18.01347579,18.01347579,18.01347579,0.180134758,18.01347579,18.01347579
usp14,20.87745151,linlog_down,0.042339892,20.87745151,20.87745151,20.87745151,20.87745151,20.87745151,20.87745151,20.87745151,20.87745151,20.87745151,0.208774515,20.87745151,20.87745151
rpa1,22.02580197,linlog_up,0.039989551,22.02580197,22.02580197,22.02580197,22.02580197,22.02580197,22.02580197,22.02580197,22.02580197,22.02580197,0.22025802,22.02580197,22.02580197
cyp24a1,24.4963499,lgaussian_up,0.000320229,24.4963499,24.4963499,24.4963499,24.4963499,24.4963499,24.4963499,24.4963499,24.4963499,24.4963499,0.244963499,24.4963499,24.4963499
