,ED50,Model,p-value,ED50,ED50,ED50,ED50,ED50,ED50,ED50,ED50,ED50,bmd,ED50,ED50
atp5f1,5.340136379,linear_down,9.05E-05,5.340136379,5.340136379,5.340136379,5.340136379,5.340136379,5.340136379,5.340136379,5.340136379,5.340136379,5.340136379,5.340136379,5.340136379
atp5g1,15.08318095,linear_up,0.047734147,15.08318095,15.08318095,15.08318095,15.08318095,15.08318095,15.08318095,15.08318095,15.08318095,15.08318095,15.08318095,15.08318095,15.08318095
atp5g3b,13.8824155,linear_up,0.004490372,13.8824155,13.8824155,13.8824155,13.8824155,13.8824155,13.8824155,13.8824155,13.8824155,13.8824155,13.8824155,13.8824155,13.8824155
atp5h,9.317945319,linear_down,0.002982515,9.317945319,9.317945319,9.317945319,9.317945319,9.317945319,9.317945319,9.317945319,9.317945319,9.317945319,9.317945319,9.317945319,9.317945319
atp5j,7.087505024,linear_down,9.41E-05,7.087505024,7.087505024,7.087505024,7.087505024,7.087505024,7.087505024,7.087505024,7.087505024,7.087505024,7.087505024,7.087505024,7.087505024
atp6v0ca,4.007824483,linear_down,0.000116906,4.007824483,4.007824483,4.007824483,4.007824483,4.007824483,4.007824483,4.007824483,4.007824483,4.007824483,4.007824483,4.007824483,4.007824483
atp6v1g1,10.21226696,linlog_up,0.013919034,10.21226696,10.21226696,10.21226696,10.21226696,10.21226696,10.21226696,10.21226696,10.21226696,10.21226696,10.21226696,10.21226696,10.21226696
atrx,5.14934552,linear_down,0.000695576,5.14934552,5.14934552,5.14934552,5.14934552,5.14934552,5.14934552,5.14934552,5.14934552,5.14934552,5.14934552,5.14934552,5.14934552
aurka,19.23456442,linlog_down,0.045488657,19.23456442,19.23456442,19.23456442,19.23456442,19.23456442,19.23456442,19.23456442,19.23456442,19.23456442,19.23456442,19.23456442,19.23456442
axin2,8.395040632,linear_up,0.005952491,8.395040632,8.395040632,8.395040632,8.395040632,8.395040632,8.395040632,8.395040632,8.395040632,8.395040632,8.395040632,8.395040632,8.395040632
bambib,14.12559321,linear_up,0.006337793,14.12559321,14.12559321,14.12559321,14.12559321,14.12559321,14.12559321,14.12559321,14.12559321,14.12559321,14.12559321,14.12559321,14.12559321
bc2,8.755630196,linear_down,0.019205902,8.755630196,8.755630196,8.755630196,8.755630196,8.755630196,8.755630196,8.755630196,8.755630196,8.755630196,8.755630196,8.755630196,8.755630196
bcap31,15.8982269,linear_down,0.00564539,15.8982269,15.8982269,15.8982269,15.8982269,15.8982269,15.8982269,15.8982269,15.8982269,15.8982269,15.8982269,15.8982269,15.8982269
bcas2,6.886811461,linear_down,0.012537437,6.886811461,6.886811461,6.886811461,6.886811461,6.886811461,6.886811461,6.886811461,6.886811461,6.886811461,6.886811461,6.886811461,6.886811461
bcat2,6.909284454,linear_up,1.74E-06,6.909284454,6.909284454,6.909284454,6.909284454,6.909284454,6.909284454,6.909284454,6.909284454,6.909284454,6.909284454,6.909284454,6.909284454
bcl2a,14.08185834,linlog_up,0.002756417,14.08185834,14.08185834,14.08185834,14.08185834,14.08185834,14.08185834,14.08185834,14.08185834,14.08185834,14.08185834,14.08185834,14.08185834
bcl7ba,6.795691573,linear_down,0.032413518,6.795691573,6.795691573,6.795691573,6.795691573,6.795691573,6.795691573,6.795691573,6.795691573,6.795691573,6.795691573,6.795691573,6.795691573
bdh2,3.754584609,linear_down,0.000121781,3.754584609,3.754584609,3.754584609,3.754584609,3.754584609,3.754584609,3.754584609,3.754584609,3.754584609,3.754584609,3.754584609,3.754584609
blmh,4.625666856,linear_down,0.000990686,4.625666856,4.625666856,4.625666856,4.625666856,4.625666856,4.625666856,4.625666856,4.625666856,4.625666856,4.625666856,4.625666856,4.625666856
bmp1a,6.962354501,linlog_up,0.00917348,6.962354501,6.962354501,6.962354501,6.962354501,6.962354501,6.962354501,6.962354501,6.962354501,6.962354501,6.962354501,6.962354501,6.962354501
brk1,7.831218368,linear_down,1.24E-05,7.831218368,7.831218368,7.831218368,7.831218368,7.831218368,7.831218368,7.831218368,7.831218368,7.831218368,7.831218368,7.831218368,7.831218368
bub3,5.657740639,linear_up,0.000363012,5.657740639,5.657740639,5.657740639,5.657740639,5.657740639,5.657740639,5.657740639,5.657740639,5.657740639,5.657740639,5.657740639,5.657740639
C21H18orf32,3.63412691,linlog_down,0.008757381,3.63412691,3.63412691,3.63412691,3.63412691,3.63412691,3.63412691,3.63412691,3.63412691,3.63412691,3.63412691,3.63412691,3.63412691
calm3a,0.015902011,lgaussian_up,0.006627019,0.015902011,0.015902011,0.015902011,0.015902011,0.015902011,0.015902011,0.015902011,0.015902011,0.015902011,0.015902011,0.015902011,0.015902011
cars,4.588362359,linlog_up,0.008130157,4.588362359,4.588362359,4.588362359,4.588362359,4.588362359,4.588362359,4.588362359,4.588362359,4.588362359,4.588362359,4.588362359,4.588362359
casp3a,29.73777648,linlog_up,0.027023058,29.73777648,29.73777648,29.73777648,29.73777648,29.73777648,29.73777648,29.73777648,29.73777648,29.73777648,29.73777648,29.73777648,29.73777648
casp3b,6.333023852,linear_down,0.001529886,6.333023852,6.333023852,6.333023852,6.333023852,6.333023852,6.333023852,6.333023852,6.333023852,6.333023852,6.333023852,6.333023852,6.333023852
casp8,3.866395757,linear_down,0.001071615,3.866395757,3.866395757,3.866395757,3.866395757,3.866395757,3.866395757,3.866395757,3.866395757,3.866395757,3.866395757,3.866395757,3.866395757
casp9,3.46339931,linear_down,0.033037154,3.46339931,3.46339931,3.46339931,3.46339931,3.46339931,3.46339931,3.46339931,3.46339931,3.46339931,3.46339931,3.46339931,3.46339931
cbr1l,2.266782189,linear_down,0.000967556,2.266782189,2.266782189,2.266782189,2.266782189,2.266782189,2.266782189,2.266782189,2.266782189,2.266782189,2.266782189,2.266782189,2.266782189
ccna2,13.06678194,linlog_down,0.046215549,13.06678194,13.06678194,13.06678194,13.06678194,13.06678194,13.06678194,13.06678194,13.06678194,13.06678194,13.06678194,13.06678194,13.06678194
ccnb1,120.5214666,linlog_up,0.014295875,120.5214666,120.5214666,120.5214666,120.5214666,120.5214666,120.5214666,120.5214666,120.5214666,120.5214666,120.5214666,120.5214666,120.5214666
ccnd1,5.013579639,linear_down,0.001448062,5.013579639,5.013579639,5.013579639,5.013579639,5.013579639,5.013579639,5.013579639,5.013579639,5.013579639,5.013579639,5.013579639,5.013579639
ccnf,6.835457688,linear_down,0.004605957,6.835457688,6.835457688,6.835457688,6.835457688,6.835457688,6.835457688,6.835457688,6.835457688,6.835457688,6.835457688,6.835457688,6.835457688
cd164,0.117510412,LL.3_down,0.000133609,0.117510412,0.117510412,0.117510412,0.117510412,0.117510412,0.117510412,0.117510412,0.117510412,0.117510412,0.117510412,0.117510412,0.117510412
CD68,7.369440708,linear_down,0.005184824,7.369440708,7.369440708,7.369440708,7.369440708,7.369440708,7.369440708,7.369440708,7.369440708,7.369440708,7.369440708,7.369440708,7.369440708
cdc20,1.643147324,linlog_up,0.009608858,1.643147324,1.643147324,1.643147324,1.643147324,1.643147324,1.643147324,1.643147324,1.643147324,1.643147324,1.643147324,1.643147324,1.643147324
cdc23,7.126563951,linear_down,0.005717391,7.126563951,7.126563951,7.126563951,7.126563951,7.126563951,7.126563951,7.126563951,7.126563951,7.126563951,7.126563951,7.126563951,7.126563951
cdc27,41.16551825,linlog_up,0.005506907,41.16551825,41.16551825,41.16551825,41.16551825,41.16551825,41.16551825,41.16551825,41.16551825,41.16551825,41.16551825,41.16551825,41.16551825
cdc42l,6.332056542,linear_down,0.006587906,6.332056542,6.332056542,6.332056542,6.332056542,6.332056542,6.332056542,6.332056542,6.332056542,6.332056542,6.332056542,6.332056542,6.332056542
cdc5l,13.66180017,linear_up,0.005954926,13.66180017,13.66180017,13.66180017,13.66180017,13.66180017,13.66180017,13.66180017,13.66180017,13.66180017,13.66180017,13.66180017,13.66180017
cdc6,3.985491219,linear_down,0.000236527,3.985491219,3.985491219,3.985491219,3.985491219,3.985491219,3.985491219,3.985491219,3.985491219,3.985491219,3.985491219,3.985491219,3.985491219
cdk6,16.3902897,linlog_up,0.001957987,16.3902897,16.3902897,16.3902897,16.3902897,16.3902897,16.3902897,16.3902897,16.3902897,16.3902897,16.3902897,16.3902897,16.3902897
cebpa,358.0640074,linlog_down,0.012525499,358.0640074,358.0640074,358.0640074,358.0640074,358.0640074,358.0640074,358.0640074,358.0640074,358.0640074,358.0640074,358.0640074,358.0640074
cebpb,2.164578343,linear_down,0.00039717,2.164578343,2.164578343,2.164578343,2.164578343,2.164578343,2.164578343,2.164578343,2.164578343,2.164578343,2.164578343,2.164578343,2.164578343
cebpz,7.983179831,linear_down,0.004271555,7.983179831,7.983179831,7.983179831,7.983179831,7.983179831,7.983179831,7.983179831,7.983179831,7.983179831,7.983179831,7.983179831,7.983179831
cenpe,0.000757125,gaussian_up,0.004729978,0.000757125,0.000757125,0.000757125,0.000757125,0.000757125,0.000757125,0.000757125,0.000757125,0.000757125,0.000757125,0.000757125,0.000757125
cfd,4.459432197,linear_up,0.002281878,4.459432197,4.459432197,4.459432197,4.459432197,4.459432197,4.459432197,4.459432197,4.459432197,4.459432197,4.459432197,4.459432197,4.459432197
cfl1l,1.107266814,LL.4_down,2.29E-08,1.107266814,1.107266814,1.107266814,1.107266814,1.107266814,1.107266814,1.107266814,1.107266814,1.107266814,1.107266814,1.107266814,1.107266814
chrna1,10.90658057,linear_down,0.012044076,10.90658057,10.90658057,10.90658057,10.90658057,10.90658057,10.90658057,10.90658057,10.90658057,10.90658057,10.90658057,10.90658057,10.90658057
cirh1a,7.139030601,linear_down,0.027601249,7.139030601,7.139030601,7.139030601,7.139030601,7.139030601,7.139030601,7.139030601,7.139030601,7.139030601,7.139030601,7.139030601,7.139030601
cisd1,9.08711495,linear_down,0.010604923,9.08711495,9.08711495,9.08711495,9.08711495,9.08711495,9.08711495,9.08711495,9.08711495,9.08711495,9.08711495,9.08711495,9.08711495
cltcb,14.23029696,linear_up,0.025401352,14.23029696,14.23029696,14.23029696,14.23029696,14.23029696,14.23029696,14.23029696,14.23029696,14.23029696,14.23029696,14.23029696,14.23029696
cndp2,6.102913492,linear_up,0.011110922,6.102913492,6.102913492,6.102913492,6.102913492,6.102913492,6.102913492,6.102913492,6.102913492,6.102913492,6.102913492,6.102913492,6.102913492
cops5,0.000174425,LL.3_down,0.017179505,0.000174425,0.000174425,0.000174425,0.000174425,0.000174425,0.000174425,0.000174425,0.000174425,0.000174425,0.000174425,0.000174425,0.000174425
cox5aa,11.64501404,linear_down,0.002853397,11.64501404,11.64501404,11.64501404,11.64501404,11.64501404,11.64501404,11.64501404,11.64501404,11.64501404,11.64501404,11.64501404,11.64501404
cox5ab,1.07807811,LL.3_up,2.28E-05,1.07807811,1.07807811,1.07807811,1.07807811,1.07807811,1.07807811,1.07807811,1.07807811,1.07807811,1.07807811,1.07807811,1.07807811
cox6a1,8.341933897,linear_down,0.001435798,8.341933897,8.341933897,8.341933897,8.341933897,8.341933897,8.341933897,8.341933897,8.341933897,8.341933897,8.341933897,8.341933897,8.341933897
cox6b1,2.630530051,linear_down,0.00526109,2.630530051,2.630530051,2.630530051,2.630530051,2.630530051,2.630530051,2.630530051,2.630530051,2.630530051,2.630530051,2.630530051,2.630530051
cox7a2a,5.654819832,linear_down,0.001761236,5.654819832,5.654819832,5.654819832,5.654819832,5.654819832,5.654819832,5.654819832,5.654819832,5.654819832,5.654819832,5.654819832,5.654819832
cox7a3,10.58623765,linear_up,0.01345858,10.58623765,10.58623765,10.58623765,10.58623765,10.58623765,10.58623765,10.58623765,10.58623765,10.58623765,10.58623765,10.58623765,10.58623765
cox7c,8.253018972,linear_down,0.00330754,8.253018972,8.253018972,8.253018972,8.253018972,8.253018972,8.253018972,8.253018972,8.253018972,8.253018972,8.253018972,8.253018972,8.253018972
cp,1.243386332,linear_down,0.000768547,1.243386332,1.243386332,1.243386332,1.243386332,1.243386332,1.243386332,1.243386332,1.243386332,1.243386332,1.243386332,1.243386332,1.243386332
cpsf2,353.1123527,linlog_up,0.010897488,353.1123527,353.1123527,353.1123527,353.1123527,353.1123527,353.1123527,353.1123527,353.1123527,353.1123527,353.1123527,353.1123527,353.1123527
cpsf5,10.59983125,linear_up,0.042923695,10.59983125,10.59983125,10.59983125,10.59983125,10.59983125,10.59983125,10.59983125,10.59983125,10.59983125,10.59983125,10.59983125,10.59983125
cpsf6,4.645338864,linear_down,0.00096868,4.645338864,4.645338864,4.645338864,4.645338864,4.645338864,4.645338864,4.645338864,4.645338864,4.645338864,4.645338864,4.645338864,4.645338864
crk,10.98079423,linear_up,0.018796387,10.98079423,10.98079423,10.98079423,10.98079423,10.98079423,10.98079423,10.98079423,10.98079423,10.98079423,10.98079423,10.98079423,10.98079423
crtap,14.06565938,linear_down,0.002034039,14.06565938,14.06565938,14.06565938,14.06565938,14.06565938,14.06565938,14.06565938,14.06565938,14.06565938,14.06565938,14.06565938,14.06565938
cry5,0.031693242,lgaussian_up,0.009056921,0.031693242,0.031693242,0.031693242,0.031693242,0.031693242,0.031693242,0.031693242,0.031693242,0.031693242,0.031693242,0.031693242,0.031693242
cs,3.354689762,linear_down,5.78E-06,3.354689762,3.354689762,3.354689762,3.354689762,3.354689762,3.354689762,3.354689762,3.354689762,3.354689762,3.354689762,3.354689762,3.354689762
csnk1da,0.511543502,linlog_up,0.012330648,0.511543502,0.511543502,0.511543502,0.511543502,0.511543502,0.511543502,0.511543502,0.511543502,0.511543502,0.511543502,0.511543502,0.511543502
csnk1e,0.638508572,LL.3_up,0.000132743,0.638508572,0.638508572,0.638508572,0.638508572,0.638508572,0.638508572,0.638508572,0.638508572,0.638508572,0.638508572,0.638508572,0.638508572
csnk2b,1.14600232,linlog_down,0.018523989,1.14600232,1.14600232,1.14600232,1.14600232,1.14600232,1.14600232,1.14600232,1.14600232,1.14600232,1.14600232,1.14600232,1.14600232
cstf2,9.13946953,linear_down,0.030051092,9.13946953,9.13946953,9.13946953,9.13946953,9.13946953,9.13946953,9.13946953,9.13946953,9.13946953,9.13946953,9.13946953,9.13946953
cstf3,8.907115272,linear_up,0.008295175,8.907115272,8.907115272,8.907115272,8.907115272,8.907115272,8.907115272,8.907115272,8.907115272,8.907115272,8.907115272,8.907115272,8.907115272
ctnnbl1,2.265991511,LL.3_down,1.62E-10,2.265991511,2.265991511,2.265991511,2.265991511,2.265991511,2.265991511,2.265991511,2.265991511,2.265991511,2.265991511,2.265991511,2.265991511
ctps1a,8.283189974,linear_down,0.003902077,8.283189974,8.283189974,8.283189974,8.283189974,8.283189974,8.283189974,8.283189974,8.283189974,8.283189974,8.283189974,8.283189974,8.283189974
ctsc,6.729265276,linear_up,0.025172927,6.729265276,6.729265276,6.729265276,6.729265276,6.729265276,6.729265276,6.729265276,6.729265276,6.729265276,6.729265276,6.729265276,6.729265276
ctsd,8.783596171,linear_down,0.005495984,8.783596171,8.783596171,8.783596171,8.783596171,8.783596171,8.783596171,8.783596171,8.783596171,8.783596171,8.783596171,8.783596171,8.783596171
cwc15,0.493152394,linlog_down,0.006939336,0.493152394,0.493152394,0.493152394,0.493152394,0.493152394,0.493152394,0.493152394,0.493152394,0.493152394,0.493152394,0.493152394,0.493152394
cyb5a,10.62311012,linlog_up,0.015455183,10.62311012,10.62311012,10.62311012,10.62311012,10.62311012,10.62311012,10.62311012,10.62311012,10.62311012,10.62311012,10.62311012,10.62311012
cyb5b,220.0055476,linlog_down,0.000364861,220.0055476,220.0055476,220.0055476,220.0055476,220.0055476,220.0055476,220.0055476,220.0055476,220.0055476,220.0055476,220.0055476,220.0055476
cyb5r3,3.31496529,linear_down,0.00043438,3.31496529,3.31496529,3.31496529,3.31496529,3.31496529,3.31496529,3.31496529,3.31496529,3.31496529,3.31496529,3.31496529,3.31496529
cyc1,12.03124429,linear_down,0.001043717,12.03124429,12.03124429,12.03124429,12.03124429,12.03124429,12.03124429,12.03124429,12.03124429,12.03124429,12.03124429,12.03124429,12.03124429
cyfip1,8.95944182,linear_down,0.004788866,8.95944182,8.95944182,8.95944182,8.95944182,8.95944182,8.95944182,8.95944182,8.95944182,8.95944182,8.95944182,8.95944182,8.95944182
cyp17a1,4.775914039,linear_up,0.007368809,4.775914039,4.775914039,4.775914039,4.775914039,4.775914039,4.775914039,4.775914039,4.775914039,4.775914039,4.775914039,4.775914039,4.775914039
cyp1b1,101.8040829,lgaussian_up,0.040855165,101.8040829,101.8040829,101.8040829,101.8040829,101.8040829,101.8040829,101.8040829,101.8040829,101.8040829,101.8040829,101.8040829,101.8040829
cyp26a1,5.934473044,linear_down,0.003180612,5.934473044,5.934473044,5.934473044,5.934473044,5.934473044,5.934473044,5.934473044,5.934473044,5.934473044,5.934473044,5.934473044,5.934473044
cyp2aa3,3.966683274,linear_down,0.004844647,3.966683274,3.966683274,3.966683274,3.966683274,3.966683274,3.966683274,3.966683274,3.966683274,3.966683274,3.966683274,3.966683274,3.966683274
dad1,30.30566028,linlog_up,0.019280465,30.30566028,30.30566028,30.30566028,30.30566028,30.30566028,30.30566028,30.30566028,30.30566028,30.30566028,30.30566028,30.30566028,30.30566028
dbi,7.848585288,linear_up,0.000780782,7.848585288,7.848585288,7.848585288,7.848585288,7.848585288,7.848585288,7.848585288,7.848585288,7.848585288,7.848585288,7.848585288,7.848585288
ddx39b,7.202508402,linear_down,0.002750999,7.202508402,7.202508402,7.202508402,7.202508402,7.202508402,7.202508402,7.202508402,7.202508402,7.202508402,7.202508402,7.202508402,7.202508402
dhodh,3.961022359,linlog_down,0.009418145,3.961022359,3.961022359,3.961022359,3.961022359,3.961022359,3.961022359,3.961022359,3.961022359,3.961022359,3.961022359,3.961022359,3.961022359
dhrs3a,6.162592259,linear_up,0.047599662,6.162592259,6.162592259,6.162592259,6.162592259,6.162592259,6.162592259,6.162592259,6.162592259,6.162592259,6.162592259,6.162592259,6.162592259
dhrs3b,7.562575033,linear_down,0.003855082,7.562575033,7.562575033,7.562575033,7.562575033,7.562575033,7.562575033,7.562575033,7.562575033,7.562575033,7.562575033,7.562575033,7.562575033
dkc1,9.694489501,linear_down,0.017394382,9.694489501,9.694489501,9.694489501,9.694489501,9.694489501,9.694489501,9.694489501,9.694489501,9.694489501,9.694489501,9.694489501,9.694489501
dnajb11,4.869783359,linear_down,0.006593042,4.869783359,4.869783359,4.869783359,4.869783359,4.869783359,4.869783359,4.869783359,4.869783359,4.869783359,4.869783359,4.869783359,4.869783359
dnajc1,0.01023716,gaussian_up,0.000353042,0.01023716,0.01023716,0.01023716,0.01023716,0.01023716,0.01023716,0.01023716,0.01023716,0.01023716,0.01023716,0.01023716,0.01023716
dusp11,1.310699391,linear_down,0.00018593,1.310699391,1.310699391,1.310699391,1.310699391,1.310699391,1.310699391,1.310699391,1.310699391,1.310699391,1.310699391,1.310699391,1.310699391
E2F1,5.651886807,linear_up,0.008598098,5.651886807,5.651886807,5.651886807,5.651886807,5.651886807,5.651886807,5.651886807,5.651886807,5.651886807,5.651886807,5.651886807,5.651886807
e2f7,0.121598293,gaussian_up,0.014994846,0.121598293,0.121598293,0.121598293,0.121598293,0.121598293,0.121598293,0.121598293,0.121598293,0.121598293,0.121598293,0.121598293,0.121598293
echs1,11.23058939,linear_up,0.012013623,11.23058939,11.23058939,11.23058939,11.23058939,11.23058939,11.23058939,11.23058939,11.23058939,11.23058939,11.23058939,11.23058939,11.23058939
ednraa,8.63100719,linlog_down,0.038908935,8.63100719,8.63100719,8.63100719,8.63100719,8.63100719,8.63100719,8.63100719,8.63100719,8.63100719,8.63100719,8.63100719,8.63100719
ednrab,4.227506439,linear_down,0.005808976,4.227506439,4.227506439,4.227506439,4.227506439,4.227506439,4.227506439,4.227506439,4.227506439,4.227506439,4.227506439,4.227506439,4.227506439
eif1axb,22.97344022,linear_up,0.028691831,22.97344022,22.97344022,22.97344022,22.97344022,22.97344022,22.97344022,22.97344022,22.97344022,22.97344022,22.97344022,22.97344022,22.97344022
EIF1B,11.2441723,linear_down,0.007857175,11.2441723,11.2441723,11.2441723,11.2441723,11.2441723,11.2441723,11.2441723,11.2441723,11.2441723,11.2441723,11.2441723,11.2441723
