,ED50,Model,p-value,ED50,ED50,ED50,ED50,ED50,ED50,ED50,ED50,ED50,bmd,ED50,ED50
cdc42l,0.24701269,lgaussian_up,0.012965753,0.24701269,0.24701269,0.24701269,0.24701269,0.24701269,0.24701269,0.24701269,0.24701269,0.24701269,0.24701269,0.24701269,0.24701269
cebpa,0.004309949,lgaussian_up,0.00730303,0.004309949,0.004309949,0.004309949,0.004309949,0.004309949,0.004309949,0.004309949,0.004309949,0.004309949,0.004309949,0.004309949,0.004309949
chek1,9.854158748,linear_up,0.023194756,9.854158748,9.854158748,9.854158748,9.854158748,9.854158748,9.854158748,9.854158748,9.854158748,9.854158748,9.854158748,9.854158748,9.854158748
cherp,8.738053908,linear_down,0.016540381,8.738053908,8.738053908,8.738053908,8.738053908,8.738053908,8.738053908,8.738053908,8.738053908,8.738053908,8.738053908,8.738053908,8.738053908
chuk,0.147592824,lgaussian_up,0.014239069,0.147592824,0.147592824,0.147592824,0.147592824,0.147592824,0.147592824,0.147592824,0.147592824,0.147592824,0.147592824,0.147592824,0.147592824
cox6b1,8.326624797,linear_down,0.00781927,8.326624797,8.326624797,8.326624797,8.326624797,8.326624797,8.326624797,8.326624797,8.326624797,8.326624797,8.326624797,8.326624797,8.326624797
cul1a,0.101131291,lgaussian_up,0.028744369,0.101131291,0.101131291,0.101131291,0.101131291,0.101131291,0.101131291,0.101131291,0.101131291,0.101131291,0.101131291,0.101131291,0.101131291
cyp1a,3.227464391,linlog_down,0.027040137,3.227464391,3.227464391,3.227464391,3.227464391,3.227464391,3.227464391,3.227464391,3.227464391,3.227464391,3.227464391,3.227464391,3.227464391
dldh,0.248600527,lgaussian_up,0.021180535,0.248600527,0.248600527,0.248600527,0.248600527,0.248600527,0.248600527,0.248600527,0.248600527,0.248600527,0.248600527,0.248600527,0.248600527
dusp11,10.71267767,linear_down,0.026057115,10.71267767,10.71267767,10.71267767,10.71267767,10.71267767,10.71267767,10.71267767,10.71267767,10.71267767,10.71267767,10.71267767,10.71267767
ednrab,0.001802676,lgaussian_up,0.000191107,0.001802676,0.001802676,0.001802676,0.001802676,0.001802676,0.001802676,0.001802676,0.001802676,0.001802676,0.001802676,0.001802676,0.001802676
eif3i,16.32040039,linear_down,0.016513996,16.32040039,16.32040039,16.32040039,16.32040039,16.32040039,16.32040039,16.32040039,16.32040039,16.32040039,16.32040039,16.32040039,16.32040039
eif5,15.03486113,linear_down,0.010675253,15.03486113,15.03486113,15.03486113,15.03486113,15.03486113,15.03486113,15.03486113,15.03486113,15.03486113,15.03486113,15.03486113,15.03486113
foxa2,0.002266617,lgaussian_up,0.000264179,0.002266617,0.002266617,0.002266617,0.002266617,0.002266617,0.002266617,0.002266617,0.002266617,0.002266617,0.002266617,0.002266617,0.002266617
foxo1b,15.48807815,linear_up,0.015141107,15.48807815,15.48807815,15.48807815,15.48807815,15.48807815,15.48807815,15.48807815,15.48807815,15.48807815,15.48807815,15.48807815,15.48807815
fsta,0.003210857,lgaussian_up,0.000691637,0.003210857,0.003210857,0.003210857,0.003210857,0.003210857,0.003210857,0.003210857,0.003210857,0.003210857,0.003210857,0.003210857,0.003210857
fzr1a,0.004924468,lgaussian_up,0.043252034,0.004924468,0.004924468,0.004924468,0.004924468,0.004924468,0.004924468,0.004924468,0.004924468,0.004924468,0.004924468,0.004924468,0.004924468
gata4,0.00674023,gaussian_up,0.04766907,0.00674023,0.00674023,0.00674023,0.00674023,0.00674023,0.00674023,0.00674023,0.00674023,0.00674023,0.00674023,0.00674023,0.00674023
hnf4a,0.021288514,lgaussian_up,0.000171217,0.021288514,0.021288514,0.021288514,0.021288514,0.021288514,0.021288514,0.021288514,0.021288514,0.021288514,0.021288514,0.021288514,0.021288514
hsf1,0.006682633,gaussian_up,0.014834053,0.006682633,0.006682633,0.006682633,0.006682633,0.006682633,0.006682633,0.006682633,0.006682633,0.006682633,0.006682633,0.006682633,0.006682633
hyou1,0.178742072,gaussian_down,0.028171623,0.178742072,0.178742072,0.178742072,0.178742072,0.178742072,0.178742072,0.178742072,0.178742072,0.178742072,0.178742072,0.178742072,0.178742072
igfbp2a,0.128713867,lgaussian_up,0.040532935,0.128713867,0.128713867,0.128713867,0.128713867,0.128713867,0.128713867,0.128713867,0.128713867,0.128713867,0.128713867,0.128713867,0.128713867
ikbkap,7.987300202,linear_down,0.009358594,7.987300202,7.987300202,7.987300202,7.987300202,7.987300202,7.987300202,7.987300202,7.987300202,7.987300202,7.987300202,7.987300202,7.987300202
insrb,0.007730566,gaussian_up,0.048386694,0.007730566,0.007730566,0.007730566,0.007730566,0.007730566,0.007730566,0.007730566,0.007730566,0.007730566,0.007730566,0.007730566,0.007730566
ldha,0.006930236,gaussian_up,0.027201357,0.006930236,0.006930236,0.006930236,0.006930236,0.006930236,0.006930236,0.006930236,0.006930236,0.006930236,0.006930236,0.006930236,0.006930236
map3k7,18.72054704,linear_down,0.008817057,18.72054704,18.72054704,18.72054704,18.72054704,18.72054704,18.72054704,18.72054704,18.72054704,18.72054704,18.72054704,18.72054704,18.72054704
mapk12a,0.077198947,gaussian_up,0.038655544,0.077198947,0.077198947,0.077198947,0.077198947,0.077198947,0.077198947,0.077198947,0.077198947,0.077198947,0.077198947,0.077198947,0.077198947
mapk14a,0.000702012,gaussian_up,0.021624455,0.000702012,0.000702012,0.000702012,0.000702012,0.000702012,0.000702012,0.000702012,0.000702012,0.000702012,0.000702012,0.000702012,0.000702012
mapkapk5,13.0154876,linear_down,0.007467053,13.0154876,13.0154876,13.0154876,13.0154876,13.0154876,13.0154876,13.0154876,13.0154876,13.0154876,13.0154876,13.0154876,13.0154876
mmp11a,46.48213867,linlog_up,0.000463378,46.48213867,46.48213867,46.48213867,46.48213867,46.48213867,46.48213867,46.48213867,46.48213867,46.48213867,46.48213867,46.48213867,46.48213867
mmp9,0.088122071,gaussian_up,0.009476859,0.088122071,0.088122071,0.088122071,0.088122071,0.088122071,0.088122071,0.088122071,0.088122071,0.088122071,0.088122071,0.088122071,0.088122071
ncoa3,0.008219704,lgaussian_up,0.001536726,0.008219704,0.008219704,0.008219704,0.008219704,0.008219704,0.008219704,0.008219704,0.008219704,0.008219704,0.008219704,0.008219704,0.008219704
nfkb2,0.087932461,gaussian_up,0.037972952,0.087932461,0.087932461,0.087932461,0.087932461,0.087932461,0.087932461,0.087932461,0.087932461,0.087932461,0.087932461,0.087932461,0.087932461
nfs1,12.24366761,linear_up,0.005547643,12.24366761,12.24366761,12.24366761,12.24366761,12.24366761,12.24366761,12.24366761,12.24366761,12.24366761,12.24366761,12.24366761,12.24366761
nhp2,17.48473707,linear_down,0.043617147,17.48473707,17.48473707,17.48473707,17.48473707,17.48473707,17.48473707,17.48473707,17.48473707,17.48473707,17.48473707,17.48473707,17.48473707
nr2f6a,0.000693608,gaussian_up,0.000866998,0.000693608,0.000693608,0.000693608,0.000693608,0.000693608,0.000693608,0.000693608,0.000693608,0.000693608,0.000693608,0.000693608,0.000693608
nudt5,13.30962869,linear_down,0.002662395,13.30962869,13.30962869,13.30962869,13.30962869,13.30962869,13.30962869,13.30962869,13.30962869,13.30962869,13.30962869,13.30962869,13.30962869
onecut1,5.992472513,linear_up,0.021000358,5.992472513,5.992472513,5.992472513,5.992472513,5.992472513,5.992472513,5.992472513,5.992472513,5.992472513,5.992472513,5.992472513,5.992472513
orc4,9.443612637,linear_down,0.003874665,9.443612637,9.443612637,9.443612637,9.443612637,9.443612637,9.443612637,9.443612637,9.443612637,9.443612637,9.443612637,9.443612637,9.443612637
parp2,6.235507373,linear_down,0.003457545,6.235507373,6.235507373,6.235507373,6.235507373,6.235507373,6.235507373,6.235507373,6.235507373,6.235507373,6.235507373,6.235507373,6.235507373
pax5,0.00741062,lgaussian_up,0.007326121,0.00741062,0.00741062,0.00741062,0.00741062,0.00741062,0.00741062,0.00741062,0.00741062,0.00741062,0.00741062,0.00741062,0.00741062
pcdh17,0.355071134,lgaussian_up,0.000732477,0.355071134,0.355071134,0.355071134,0.355071134,0.355071134,0.355071134,0.355071134,0.355071134,0.355071134,0.355071134,0.355071134,0.355071134
pgam1a,8.409453331,linear_down,0.006750801,8.409453331,8.409453331,8.409453331,8.409453331,8.409453331,8.409453331,8.409453331,8.409453331,8.409453331,8.409453331,8.409453331,8.409453331
pigs,9.955171311,linear_up,0.046535208,9.955171311,9.955171311,9.955171311,9.955171311,9.955171311,9.955171311,9.955171311,9.955171311,9.955171311,9.955171311,9.955171311,9.955171311
plod1a,9.07063478,linear_down,0.020753831,9.07063478,9.07063478,9.07063478,9.07063478,9.07063478,9.07063478,9.07063478,9.07063478,9.07063478,9.07063478,9.07063478,9.07063478
plp2,23.40064243,linear_down,0.04262745,23.40064243,23.40064243,23.40064243,23.40064243,23.40064243,23.40064243,23.40064243,23.40064243,23.40064243,23.40064243,23.40064243,23.40064243
polr2c,15.53043948,linear_up,0.00062186,15.53043948,15.53043948,15.53043948,15.53043948,15.53043948,15.53043948,15.53043948,15.53043948,15.53043948,15.53043948,15.53043948,15.53043948
pom121,10.11318501,linear_up,0.026040431,10.11318501,10.11318501,10.11318501,10.11318501,10.11318501,10.11318501,10.11318501,10.11318501,10.11318501,10.11318501,10.11318501,10.11318501
ppat,12.04819242,linear_down,0.034683587,12.04819242,12.04819242,12.04819242,12.04819242,12.04819242,12.04819242,12.04819242,12.04819242,12.04819242,12.04819242,12.04819242,12.04819242
ppm1ab,12.62037774,linear_up,0.001492701,12.62037774,12.62037774,12.62037774,12.62037774,12.62037774,12.62037774,12.62037774,12.62037774,12.62037774,12.62037774,12.62037774,12.62037774
psmd10,9.698130382,linear_up,0.008496938,9.698130382,9.698130382,9.698130382,9.698130382,9.698130382,9.698130382,9.698130382,9.698130382,9.698130382,9.698130382,9.698130382,9.698130382
ptgs2a,580.1706981,lgaussian_up,0.011829687,580.1706981,580.1706981,580.1706981,580.1706981,580.1706981,580.1706981,580.1706981,580.1706981,580.1706981,580.1706981,580.1706981,580.1706981
ptpn11a,24.83535491,linear_up,0.012115421,24.83535491,24.83535491,24.83535491,24.83535491,24.83535491,24.83535491,24.83535491,24.83535491,24.83535491,24.83535491,24.83535491,24.83535491
pwp1,0.062631433,lgaussian_up,0.010022976,0.062631433,0.062631433,0.062631433,0.062631433,0.062631433,0.062631433,0.062631433,0.062631433,0.062631433,0.062631433,0.062631433,0.062631433
ran,24.71889447,linear_down,0.028212107,24.71889447,24.71889447,24.71889447,24.71889447,24.71889447,24.71889447,24.71889447,24.71889447,24.71889447,24.71889447,24.71889447,24.71889447
rassf1,14.33892336,linear_up,0.017769859,14.33892336,14.33892336,14.33892336,14.33892336,14.33892336,14.33892336,14.33892336,14.33892336,14.33892336,14.33892336,14.33892336,14.33892336
rchy1,0.100611332,gaussian_up,0.031825645,0.100611332,0.100611332,0.100611332,0.100611332,0.100611332,0.100611332,0.100611332,0.100611332,0.100611332,0.100611332,0.100611332,0.100611332
rfc1,17.96552836,linear_up,0.026031793,17.96552836,17.96552836,17.96552836,17.96552836,17.96552836,17.96552836,17.96552836,17.96552836,17.96552836,17.96552836,17.96552836,17.96552836
rnaseh2b,0.100561735,lgaussian_up,0.018499237,0.100561735,0.100561735,0.100561735,0.100561735,0.100561735,0.100561735,0.100561735,0.100561735,0.100561735,0.100561735,0.100561735,0.100561735
rpl36,14.28209481,linear_down,0.030053229,14.28209481,14.28209481,14.28209481,14.28209481,14.28209481,14.28209481,14.28209481,14.28209481,14.28209481,14.28209481,14.28209481,14.28209481
rpl5b,0.060158191,gaussian_up,0.002611874,0.060158191,0.060158191,0.060158191,0.060158191,0.060158191,0.060158191,0.060158191,0.060158191,0.060158191,0.060158191,0.060158191,0.060158191
rpp14,11.76016907,linear_down,0.022763179,11.76016907,11.76016907,11.76016907,11.76016907,11.76016907,11.76016907,11.76016907,11.76016907,11.76016907,11.76016907,11.76016907,11.76016907
rps29,0.000853563,gaussian_up,0.023178379,0.000853563,0.000853563,0.000853563,0.000853563,0.000853563,0.000853563,0.000853563,0.000853563,0.000853563,0.000853563,0.000853563,0.000853563
rps4x,0.007235549,gaussian_up,0.001229742,0.007235549,0.007235549,0.007235549,0.007235549,0.007235549,0.007235549,0.007235549,0.007235549,0.007235549,0.007235549,0.007235549,0.007235549
rpsa,0.006271173,gaussian_up,0.037927067,0.006271173,0.006271173,0.006271173,0.006271173,0.006271173,0.006271173,0.006271173,0.006271173,0.006271173,0.006271173,0.006271173,0.006271173
rxrbb,2.172785861,linlog_up,0.04109263,2.172785861,2.172785861,2.172785861,2.172785861,2.172785861,2.172785861,2.172785861,2.172785861,2.172785861,2.172785861,2.172785861,2.172785861
scn1lab,0.085808067,gaussian_up,0.019975424,0.085808067,0.085808067,0.085808067,0.085808067,0.085808067,0.085808067,0.085808067,0.085808067,0.085808067,0.085808067,0.085808067,0.085808067
sephs1,11.84840857,linear_up,0.009616505,11.84840857,11.84840857,11.84840857,11.84840857,11.84840857,11.84840857,11.84840857,11.84840857,11.84840857,11.84840857,11.84840857,11.84840857
serpine2,0.014584917,lgaussian_up,0.000804412,0.014584917,0.014584917,0.014584917,0.014584917,0.014584917,0.014584917,0.014584917,0.014584917,0.014584917,0.014584917,0.014584917,0.014584917
si-ch211-194i10.5,20.82063688,linear_up,0.009001867,20.82063688,20.82063688,20.82063688,20.82063688,20.82063688,20.82063688,20.82063688,20.82063688,20.82063688,20.82063688,20.82063688,20.82063688
si-dkey-42i9.4,9.161496271,linear_down,0.010334277,9.161496271,9.161496271,9.161496271,9.161496271,9.161496271,9.161496271,9.161496271,9.161496271,9.161496271,9.161496271,9.161496271,9.161496271
smad1,357.3312557,linlog_up,0.021144393,357.3312557,357.3312557,357.3312557,357.3312557,357.3312557,357.3312557,357.3312557,357.3312557,357.3312557,357.3312557,357.3312557,357.3312557
sox1a,16.21648652,linlog_up,0.028906403,16.21648652,16.21648652,16.21648652,16.21648652,16.21648652,16.21648652,16.21648652,16.21648652,16.21648652,16.21648652,16.21648652,16.21648652
srprb,34.10343047,linlog_down,0.030968054,34.10343047,34.10343047,34.10343047,34.10343047,34.10343047,34.10343047,34.10343047,34.10343047,34.10343047,34.10343047,34.10343047,34.10343047
ssr4,155389478.7,linlog_down,0.001788782,155389478.7,155389478.7,155389478.7,155389478.7,155389478.7,155389478.7,155389478.7,155389478.7,155389478.7,155389478.7,155389478.7,155389478.7
stk11,11.35798467,linear_down,0.002307085,11.35798467,11.35798467,11.35798467,11.35798467,11.35798467,11.35798467,11.35798467,11.35798467,11.35798467,11.35798467,11.35798467,11.35798467
stub1,0.071380455,gaussian_up,0.008153983,0.071380455,0.071380455,0.071380455,0.071380455,0.071380455,0.071380455,0.071380455,0.071380455,0.071380455,0.071380455,0.071380455,0.071380455
tbp,0.657059397,gaussian_up,0.039145033,0.657059397,0.657059397,0.657059397,0.657059397,0.657059397,0.657059397,0.657059397,0.657059397,0.657059397,0.657059397,0.657059397,0.657059397
tgfb2,7.633160305,linear_up,0.02643048,7.633160305,7.633160305,7.633160305,7.633160305,7.633160305,7.633160305,7.633160305,7.633160305,7.633160305,7.633160305,7.633160305,7.633160305
tpm3,0.006492701,gaussian_up,0.044249349,0.006492701,0.006492701,0.006492701,0.006492701,0.006492701,0.006492701,0.006492701,0.006492701,0.006492701,0.006492701,0.006492701,0.006492701
tspo,0.019285956,lgaussian_up,0.000200616,0.019285956,0.019285956,0.019285956,0.019285956,0.019285956,0.019285956,0.019285956,0.019285956,0.019285956,0.019285956,0.019285956,0.019285956
tuba8l3,13.32590033,linear_down,0.002538384,13.32590033,13.32590033,13.32590033,13.32590033,13.32590033,13.32590033,13.32590033,13.32590033,13.32590033,13.32590033,13.32590033,13.32590033
tuba8l4,4.869492877,linear_up,0.025012285,4.869492877,4.869492877,4.869492877,4.869492877,4.869492877,4.869492877,4.869492877,4.869492877,4.869492877,4.869492877,4.869492877,4.869492877
ube2na,17.64132325,linear_down,0.010606449,17.64132325,17.64132325,17.64132325,17.64132325,17.64132325,17.64132325,17.64132325,17.64132325,17.64132325,17.64132325,17.64132325,17.64132325
ube2nb,7.610693183,linlog_down,0.006711465,7.610693183,7.610693183,7.610693183,7.610693183,7.610693183,7.610693183,7.610693183,7.610693183,7.610693183,7.610693183,7.610693183,7.610693183
vapal,15.24602487,linear_up,0.027851406,15.24602487,15.24602487,15.24602487,15.24602487,15.24602487,15.24602487,15.24602487,15.24602487,15.24602487,15.24602487,15.24602487,15.24602487
wnt3a,0.006452475,lgaussian_up,0.016475216,0.006452475,0.006452475,0.006452475,0.006452475,0.006452475,0.006452475,0.006452475,0.006452475,0.006452475,0.006452475,0.006452475,0.006452475
xab2,17.89392613,linear_up,0.048586026,17.89392613,17.89392613,17.89392613,17.89392613,17.89392613,17.89392613,17.89392613,17.89392613,17.89392613,17.89392613,17.89392613,17.89392613
ywhaqa,93.19276424,linlog_down,0.00479069,93.19276424,93.19276424,93.19276424,93.19276424,93.19276424,93.19276424,93.19276424,93.19276424,93.19276424,93.19276424,93.19276424,93.19276424
zeb1b,0.006615375,gaussian_up,0.01908536,0.006615375,0.006615375,0.006615375,0.006615375,0.006615375,0.006615375,0.006615375,0.006615375,0.006615375,0.006615375,0.006615375,0.006615375
