,ED50,Model,p-value,ED50,ED50,ED50,ED50,ED50,ED50,ED50,ED50,ED50,bmd,ED50,ED50
cyp26a1,2.36739942,linlog_down,0.007611003,2.36739942,2.36739942,2.36739942,2.36739942,2.36739942,2.36739942,2.36739942,2.36739942,2.36739942,2.36739942,2.36739942,2.36739942
sox1b,2.591593152,linlog_up,0.036954197,2.591593152,2.591593152,2.591593152,2.591593152,2.591593152,2.591593152,2.591593152,2.591593152,2.591593152,2.591593152,2.591593152,2.591593152
gabra5,3.41906803,linear_down,0.006645469,3.41906803,3.41906803,3.41906803,3.41906803,3.41906803,3.41906803,3.41906803,3.41906803,3.41906803,3.41906803,3.41906803,3.41906803
agla,3.655980388,linear_down,0.01209511,3.655980388,3.655980388,3.655980388,3.655980388,3.655980388,3.655980388,3.655980388,3.655980388,3.655980388,3.655980388,3.655980388,3.655980388
pa2g4b,3.689566952,linlog_down,0.037190314,3.689566952,3.689566952,3.689566952,3.689566952,3.689566952,3.689566952,3.689566952,3.689566952,3.689566952,3.689566952,3.689566952,3.689566952
mphosph10,4.121188489,linear_down,0.033611991,4.121188489,4.121188489,4.121188489,4.121188489,4.121188489,4.121188489,4.121188489,4.121188489,4.121188489,4.121188489,4.121188489,4.121188489
exosc7,4.275630626,linear_down,0.019563435,4.275630626,4.275630626,4.275630626,4.275630626,4.275630626,4.275630626,4.275630626,4.275630626,4.275630626,4.275630626,4.275630626,4.275630626
dap3,5.123747553,linear_down,0.024447279,5.123747553,5.123747553,5.123747553,5.123747553,5.123747553,5.123747553,5.123747553,5.123747553,5.123747553,5.123747553,5.123747553,5.123747553
gabbr1a,5.430765765,linear_down,0.04558658,5.430765765,5.430765765,5.430765765,5.430765765,5.430765765,5.430765765,5.430765765,5.430765765,5.430765765,5.430765765,5.430765765,5.430765765
ubr7,5.700227682,linlog_down,0.034339866,5.700227682,5.700227682,5.700227682,5.700227682,5.700227682,5.700227682,5.700227682,5.700227682,5.700227682,5.700227682,5.700227682,5.700227682
tra2a,5.925500238,linear_down,4.81E-05,5.925500238,5.925500238,5.925500238,5.925500238,5.925500238,5.925500238,5.925500238,5.925500238,5.925500238,5.925500238,5.925500238,5.925500238
nos1,6.479831668,linear_down,0.004227896,6.479831668,6.479831668,6.479831668,6.479831668,6.479831668,6.479831668,6.479831668,6.479831668,6.479831668,6.479831668,6.479831668,6.479831668
gsk3b,6.718097519,linear_down,0.03279498,6.718097519,6.718097519,6.718097519,6.718097519,6.718097519,6.718097519,6.718097519,6.718097519,6.718097519,6.718097519,6.718097519,6.718097519
mmp14b,7.446374205,linlog_down,0.007891782,7.446374205,7.446374205,7.446374205,7.446374205,7.446374205,7.446374205,7.446374205,7.446374205,7.446374205,7.446374205,7.446374205,7.446374205
tacc3,7.46076437,linear_down,0.015740967,7.46076437,7.46076437,7.46076437,7.46076437,7.46076437,7.46076437,7.46076437,7.46076437,7.46076437,7.46076437,7.46076437,7.46076437
pgm1,7.514211957,linlog_up,0.000619431,7.514211957,7.514211957,7.514211957,7.514211957,7.514211957,7.514211957,7.514211957,7.514211957,7.514211957,7.514211957,7.514211957,7.514211957
src,8.030497778,linear_down,0.03835714,8.030497778,8.030497778,8.030497778,8.030497778,8.030497778,8.030497778,8.030497778,8.030497778,8.030497778,8.030497778,8.030497778,8.030497778
rxrbb,8.491719097,linear_down,0.033298677,8.491719097,8.491719097,8.491719097,8.491719097,8.491719097,8.491719097,8.491719097,8.491719097,8.491719097,8.491719097,8.491719097,8.491719097
map2k2a,8.606337062,linear_down,0.007701373,8.606337062,8.606337062,8.606337062,8.606337062,8.606337062,8.606337062,8.606337062,8.606337062,8.606337062,8.606337062,8.606337062,8.606337062
tpm4a,9.040999217,linear_down,0.003808712,9.040999217,9.040999217,9.040999217,9.040999217,9.040999217,9.040999217,9.040999217,9.040999217,9.040999217,9.040999217,9.040999217,9.040999217
csnk1g2a,9.46452411,linear_down,0.049845823,9.46452411,9.46452411,9.46452411,9.46452411,9.46452411,9.46452411,9.46452411,9.46452411,9.46452411,9.46452411,9.46452411,9.46452411
hyou1,10.3168486,linear_down,0.036396518,10.3168486,10.3168486,10.3168486,10.3168486,10.3168486,10.3168486,10.3168486,10.3168486,10.3168486,10.3168486,10.3168486,10.3168486
rpl19,10.36170197,linear_up,0.00660613,10.36170197,10.36170197,10.36170197,10.36170197,10.36170197,10.36170197,10.36170197,10.36170197,10.36170197,10.36170197,10.36170197,10.36170197
AK6,10.4651566,linear_down,0.015603829,10.4651566,10.4651566,10.4651566,10.4651566,10.4651566,10.4651566,10.4651566,10.4651566,10.4651566,10.4651566,10.4651566,10.4651566
