,ED50,Model,p-value,ED50,ED50,ED50,ED50,ED50,ED50,ED50,ED50,ED50,bmd,ED50,ED50
pvalb4,2.931297219,lgaussian_up,0.001747471,2.931297219,2.931297219,2.931297219,2.931297219,2.931297219,2.931297219,2.931297219,2.931297219,2.931297219,2.931297219,2.931297219,2.931297219
rab5ab,1.220427476,lgaussian_up,0.027072643,1.220427476,1.220427476,1.220427476,1.220427476,1.220427476,1.220427476,1.220427476,1.220427476,1.220427476,1.220427476,1.220427476,1.220427476
rbm28,0.16729194,lgaussian_up,2.35E-06,0.16729194,0.16729194,0.16729194,0.16729194,0.16729194,0.16729194,0.16729194,0.16729194,0.16729194,0.16729194,0.16729194,0.16729194
rnaseh2a,0.678200607,gaussian_up,0.025966755,0.678200607,0.678200607,0.678200607,0.678200607,0.678200607,0.678200607,0.678200607,0.678200607,0.678200607,0.678200607,0.678200607,0.678200607
rpl10,0.44865323,lgaussian_up,0.000122858,0.44865323,0.44865323,0.44865323,0.44865323,0.44865323,0.44865323,0.44865323,0.44865323,0.44865323,0.44865323,0.44865323,0.44865323
rpl15,0.102891967,lgaussian_up,0.009028969,0.102891967,0.102891967,0.102891967,0.102891967,0.102891967,0.102891967,0.102891967,0.102891967,0.102891967,0.102891967,0.102891967,0.102891967
rpl30,0.338856868,lgaussian_up,0.000299551,0.338856868,0.338856868,0.338856868,0.338856868,0.338856868,0.338856868,0.338856868,0.338856868,0.338856868,0.338856868,0.338856868,0.338856868
rps11,0.485564609,lgaussian_up,0.005230114,0.485564609,0.485564609,0.485564609,0.485564609,0.485564609,0.485564609,0.485564609,0.485564609,0.485564609,0.485564609,0.485564609,0.485564609
rps2,0.365573283,lgaussian_up,0.020416624,0.365573283,0.365573283,0.365573283,0.365573283,0.365573283,0.365573283,0.365573283,0.365573283,0.365573283,0.365573283,0.365573283,0.365573283
rps21,0.596618138,lgaussian_up,0.000227363,0.596618138,0.596618138,0.596618138,0.596618138,0.596618138,0.596618138,0.596618138,0.596618138,0.596618138,0.596618138,0.596618138,0.596618138
rps4x,0.543105098,lgaussian_up,4.06E-05,0.543105098,0.543105098,0.543105098,0.543105098,0.543105098,0.543105098,0.543105098,0.543105098,0.543105098,0.543105098,0.543105098,0.543105098
rps5,0.760230591,lgaussian_up,0.000849909,0.760230591,0.760230591,0.760230591,0.760230591,0.760230591,0.760230591,0.760230591,0.760230591,0.760230591,0.760230591,0.760230591,0.760230591
rxrgb,0.008236175,gaussian_up,0.017940952,0.008236175,0.008236175,0.008236175,0.008236175,0.008236175,0.008236175,0.008236175,0.008236175,0.008236175,0.008236175,0.008236175,0.008236175
sdha,0.883803013,lgaussian_up,0.000137992,0.883803013,0.883803013,0.883803013,0.883803013,0.883803013,0.883803013,0.883803013,0.883803013,0.883803013,0.883803013,0.883803013,0.883803013
SERP1,0.750056085,gaussian_up,0.009461209,0.750056085,0.750056085,0.750056085,0.750056085,0.750056085,0.750056085,0.750056085,0.750056085,0.750056085,0.750056085,0.750056085,0.750056085
serpine2,0.10076346,gaussian_up,0.003954615,0.10076346,0.10076346,0.10076346,0.10076346,0.10076346,0.10076346,0.10076346,0.10076346,0.10076346,0.10076346,0.10076346,0.10076346
sf3b5,0.768299843,lgaussian_up,0.001986732,0.768299843,0.768299843,0.768299843,0.768299843,0.768299843,0.768299843,0.768299843,0.768299843,0.768299843,0.768299843,0.768299843,0.768299843
sgk1,0.089785408,gaussian_up,0.004898066,0.089785408,0.089785408,0.089785408,0.089785408,0.089785408,0.089785408,0.089785408,0.089785408,0.089785408,0.089785408,0.089785408,0.089785408
smad1,0.077934904,gaussian_up,0.013829324,0.077934904,0.077934904,0.077934904,0.077934904,0.077934904,0.077934904,0.077934904,0.077934904,0.077934904,0.077934904,0.077934904,0.077934904
snrpd1,0.481999702,lgaussian_up,0.046142334,0.481999702,0.481999702,0.481999702,0.481999702,0.481999702,0.481999702,0.481999702,0.481999702,0.481999702,0.481999702,0.481999702,0.481999702
sod1,1.80576226,linlog_up,0.012283505,1.80576226,1.80576226,1.80576226,1.80576226,1.80576226,1.80576226,1.80576226,1.80576226,1.80576226,1.80576226,1.80576226,1.80576226
sqrdl,0.087259221,MM.3_down,0.002027453,0.087259221,0.087259221,0.087259221,0.087259221,0.087259221,0.087259221,0.087259221,0.087259221,0.087259221,0.087259221,0.087259221,0.087259221
srsf3b,1.993361638,lgaussian_up,4.77E-05,1.993361638,1.993361638,1.993361638,1.993361638,1.993361638,1.993361638,1.993361638,1.993361638,1.993361638,1.993361638,1.993361638,1.993361638
ssr4,0.066625411,gaussian_up,0.01377692,0.066625411,0.066625411,0.066625411,0.066625411,0.066625411,0.066625411,0.066625411,0.066625411,0.066625411,0.066625411,0.066625411,0.066625411
stag1b,0.000625313,gaussian_up,0.044694122,0.000625313,0.000625313,0.000625313,0.000625313,0.000625313,0.000625313,0.000625313,0.000625313,0.000625313,0.000625313,0.000625313,0.000625313
strap,0.314692724,lgaussian_up,1.18E-05,0.314692724,0.314692724,0.314692724,0.314692724,0.314692724,0.314692724,0.314692724,0.314692724,0.314692724,0.314692724,0.314692724,0.314692724
thoc5,0.306913564,lgaussian_up,0.002187313,0.306913564,0.306913564,0.306913564,0.306913564,0.306913564,0.306913564,0.306913564,0.306913564,0.306913564,0.306913564,0.306913564,0.306913564
thrab,3.296034254,linear_down,0.0466353,3.296034254,3.296034254,3.296034254,3.296034254,3.296034254,3.296034254,3.296034254,3.296034254,3.296034254,3.296034254,3.296034254,3.296034254
tpm3,0.106649642,lgaussian_up,0.012481973,0.106649642,0.106649642,0.106649642,0.106649642,0.106649642,0.106649642,0.106649642,0.106649642,0.106649642,0.106649642,0.106649642,0.106649642
TUBB8P7_2of3,1.019643105,lgaussian_up,0.000326163,1.019643105,1.019643105,1.019643105,1.019643105,1.019643105,1.019643105,1.019643105,1.019643105,1.019643105,1.019643105,1.019643105,1.019643105
uqcrq,19.61143919,linear_up,0.039537329,19.61143919,19.61143919,19.61143919,19.61143919,19.61143919,19.61143919,19.61143919,19.61143919,19.61143919,19.61143919,19.61143919,19.61143919
vldlr,11.10712411,linear_down,0.032177415,11.10712411,11.10712411,11.10712411,11.10712411,11.10712411,11.10712411,11.10712411,11.10712411,11.10712411,11.10712411,11.10712411,11.10712411
wls,0.067944379,gaussian_up,0.017770134,0.067944379,0.067944379,0.067944379,0.067944379,0.067944379,0.067944379,0.067944379,0.067944379,0.067944379,0.067944379,0.067944379,0.067944379
ywhah,0.970507621,gaussian_up,0.002290774,0.970507621,0.970507621,0.970507621,0.970507621,0.970507621,0.970507621,0.970507621,0.970507621,0.970507621,0.970507621,0.970507621,0.970507621
zgc-86598,0.080826318,lgaussian_up,0.007987189,0.080826318,0.080826318,0.080826318,0.080826318,0.080826318,0.080826318,0.080826318,0.080826318,0.080826318,0.080826318,0.080826318,0.080826318
