"","V1","V2"
"1",17.8416291091505,12.3821930091578
"2",18.4521451908542,11.6736104314745
"3",20.1256606355104,12.0453686614149
"4",20.9015477109761,12.1143431469773
"5",18.9463924553516,12.0249122808063
"6",13.6164910310153,14.4096723115069
"7",15.2419782927523,16.739434140542
"8",15.7587358151049,18.7507811147054
"9",15.6886453185991,20.3751936407826
"10",15.4785037840615,21.6583919627341
"11",15.3671459522582,22.6830662255465
"12",14.5500508281083,23.048753808505
"13",21.7397233573568,23.1124846968772
"14",1.79800143431347,15.158010944926
"15",0.242368680758514,14.9187298885467
"16",-1.30006490488661,15.0263489839514
"17",1.61347757339625,-3.35823573396038
"18",-1.69877807994109,-3.60947769835221
"19",12.6922968220678,7.37652740027485
"20",2.2703554220323,-4.34471520553443
"21",0.242915873353636,-7.66524729994815
"22",-1.18157067427251,-9.95186724786083
"23",-9.50719076071836,-8.6082514630597
"24",-7.42233893339031,-7.76731813201098
"25",-4.32507661257534,-5.92978229282512
"26",-2.19460449434924,-8.2245364230751
"27",-3.3456868979046,-12.2273120247747
"28",-4.04629211517006,-15.3558270627568
"29",-4.23788059235393,-17.9176594375602
"30",-3.72623858819208,-19.6485750580301
"31",-2.92432894673835,-20.6312592523369
"32",-1.90284411684565,-21.1042242672102
"33",6.92398145707721,14.6608894540469
"34",8.22102089648111,16.652339071582
"35",-12.508610430256,12.8372113393674
"36",-9.9172638646995,18.6900423200247
"37",-10.5054327941094,18.3038651533933
"38",-10.559377013741,20.2368883985534
"39",15.8930288121762,-0.769096386065417
"40",18.1742902065466,-2.07164693020108
"41",21.6324394829441,-2.36934793512871
"42",24.0458351713556,-2.6024345593495
"43",25.6039970209151,-2.67862430093345
"44",26.6604108898516,-2.62457903456452
"45",30.4308685023282,-1.70681201672944
"46",1.74706410213837,8.64637967830483
"47",10.9643932957097,12.1284309938989
"48",6.05002343860852,12.5660427825275
"49",5.55030815608249,12.369646832893
"50",3.23612887648086,11.1727331376046
"51",-16.7766996417994,9.55215361631873
"52",-16.856340207203,10.0580992779969
"53",-18.2829275763092,9.35712070863225
"54",-18.7363563761362,9.98487765428871
"55",-20.477164878856,10.4982799250895
"56",-13.8066954440105,10.1850459931043
"57",-6.88240551198587,11.8913588330541
"58",-8.95794895075555,11.117028365018
"59",-0.781335830221682,-0.68384864948048
"60",0.582610200639094,2.043937907304
"61",-3.01856453631641,2.4632176407285
"62",29.356734171092,-6.67402378982776
"63",28.460706244117,-7.15569840452156
"64",27.5398752622313,-6.83524123870287
"65",27.763832624686,-7.76434328062954
"66",27.6946448187911,-8.85024621924624
"67",27.1663602277294,-9.59070749427756
"68",27.0320475584367,-10.4522699925539
"69",3.47645123309205,27.5052347468677
"70",3.6373980168033,26.379387706847
"71",5.27967244103414,28.5164835482589
"72",-11.552993254775,-8.20243980281284
"73",-15.2818919268081,-4.63315621871146
"74",-13.1304146482869,-7.20033391486951
"75",-14.6996385080772,-6.3489559811515
"76",-11.165191391381,-7.78939321419367
"77",-11.8591963207974,-7.01434493326591
"78",-14.4083401612011,-5.61732393258844
"79",-16.143788897972,-5.26800234367464
"80",7.67489786259562,32.1346879627168
"81",7.74510354565405,31.2906258379848
"82",8.54669910531262,30.8453962714421
"83",9.38974275059936,30.6375853497386
"84",9.69515511526831,29.6831956292388
"85",10.4466928843153,29.1575981650647
"86",11.1676850635578,29.8559524899998
"87",11.3832368415829,30.8053730250662
"88",-17.9258289528876,15.03452628498
"89",-19.3935704955354,12.3869648204532
"90",-20.2682185444619,10.1654186121806
"91",-20.9031110319611,8.84821184222091
"92",-20.7454859155317,4.97764556156274
"93",-20.0096902442925,-0.170567838476387
"94",-20.4142512767519,-1.52326961357358
"95",-19.5610914360945,-0.6818620306838
"96",-19.8093349489918,-2.09648806080166
"97",-18.7122674924018,4.21959885979195
"98",-20.89700673335,3.84138762511986
"99",-19.9264844332643,3.93939078130525
"100",-20.5516448035761,3.14657811504117
"101",-19.1417939466834,2.45353365105928
"102",-19.6336090812155,3.41447580863944
"103",-10.4327777024209,23.3624260859048
"104",-7.0898688102985,23.7413903460137
"105",-5.77800748521222,24.8560249389401
"106",-6.23279248273138,25.5952851263706
"107",-7.45368718543119,24.7240232968783
"108",-14.9144344515109,17.1256324893178
