Ensembl.Gene.ID,,Associated.Gene.Name,EntrezGene.ID
ENSDARG00000004452,,tardbpl,386630
ENSDARG00000092115,,eif4a1a,386634
ENSDARG00000103347,,cyp2aa3,386638
ENSDARG00000033662,,scd,386661
ENSDARG00000035694,,stm,386700
ENSDARG00000015088,,dnajb11,386709
ENSDARG00000090788,,cstf2,386806
ENSDARG00000026712,,rab5c,386807
ENSDARG00000005612,,aph1b,386808
ENSDARG00000059043,,ntf3,386825
ENSDARG00000020232,,eif6,386850
ENSDARG00000070494,,pdgfra,386856
ENSDARG00000026294,,erbb2,386966
ENSDARG00000012395,,mmp13a,387293
ENSDARG00000029476,,ldlra,387529
ENSDARG00000005191,,ahcy,387530
ENSDARG00000007092,,xab2,387600
ENSDARG00000098433,,utp6,393107
ENSDARG00000042978,,cyp2p6,393108
ENSDARG00000018738,,zw10,393110
ENSDARG00000010782,,zgc-55621,393135
ENSDARG00000007241,,mycb,393141
ENSDARG00000012215,,umps,393143
ENSDARG00000029353,,serpine2,393153
ENSDARG00000006260,,tuba8l4,393154
ENSDARG00000041145,,paqr5a,393156
ENSDARG00000104765,,chek1,393162
ENSDARG00000018891,,rnaseh2a,393195
ENSDARG00000002613,,rpa3,393196
ENSDARG00000034293,,hif1ab,393202
ENSDARG00000040433,,cyp2k22,393204
ENSDARG00000015254,,fzr1a,393223
ENSDARG00000069287,,imp3,393237
ENSDARG00000005128,,rnaseh2b,393241
ENSDARG00000035285,,ncor1,393246
ENSDARG00000104516,,polr3d,393257
ENSDARG00000070674,,psmd6,393261
ENSDARG00000015921,,pwp1,393262
ENSDARG00000041689,,usf1,393266
ENSDARG00000029445,,EIF1B,393273
ENSDARG00000007405,,strap,393274
ENSDARG00000011662,,chuk,393287
ENSDARG00000025332,,rbm28,393291
ENSDARG00000023160,,snrnp40,393292
ENSDARG00000071377,,hsd11b1la,393293
ENSDARG00000045877,,ube2nb,393313
ENSDARG00000023287,,hsd17b3,393335
ENSDARG00000007863,,tra2a,393388
ENSDARG00000016038,,hacd3,393441
ENSDARG00000095904,,prpf31,393476
ENSDARG00000037860,,cox6b2,393478
ENSDARG00000012261,,eftud2,393480
ENSDARG00000104593,,cyp2k18,393484
ENSDARG00000042777,,ndufa11,393497
ENSDARG00000086411,,srsf10b,393505
ENSDARG00000037261,,mtap,393526
ENSDARG00000022845,,lias,393528
ENSDARG00000051756,,pdhx,393532
ENSDARG00000039400,,polr1c,393538
ENSDARG00000056964,,ilk,393543
ENSDARG00000018124,,psmd3,393544
ENSDARG00000007982,,onecut1,393545
ENSDARG00000079516,,cisd1,393577
ENSDARG00000022631,,cyp2p9,393592
ENSDARG00000012840,,alg9,393598
ENSDARG00000011434,,ptger2a,393608
ENSDARG00000054259,,nat10,393617
ENSDARG00000031164,,tuba8l2,393664
ENSDARG00000023852,,lsm4,393669
ENSDARG00000098355,,atp5h,393675
ENSDARG00000036567,,aanat1,393677
ENSDARG00000013414,,lin7a,393682
ENSDARG00000017703,,paqr3a,393683
ENSDARG00000036344,,calb2b,393684
ENSDARG00000014867,,rpl8,393686
ENSDARG00000057854,,sap18,393693
ENSDARG00000057624,,cops5,393698
ENSDARG00000058041,,ndufa8,393700
ENSDARG00000028889,,ndufb10,393703
ENSDARG00000099022,,faua,393710
ENSDARG00000030408,,rps26l,393715
ENSDARG00000003151,,skp1,393716
ENSDARG00000013044,,ndufv2,393720
ENSDARG00000053656,,lypla2,393722
ENSDARG00000030602,,rps19,393723
ENSDARG00000042566,,rps7,393725
ENSDARG00000015835,,eif4e2rs1,393732
ENSDARG00000045490,,ndufb2,393764
ENSDARG00000008551,,pole3,393774
ENSDARG00000031981,,pcbd1,393787
ENSDARG00000041811,,rps25,393788
ENSDARG00000052304,,uqcrc1,393793
ENSDARG00000104011,,rps17,393818
ENSDARG00000033789,,ndufb7,393821
ENSDARG00000010113,,ndufb8,393829
ENSDARG00000026369,,dbi,393831
ENSDARG00000011958,,ctnnbl1,393840
ENSDARG00000021140,,pabpc1b,393856
ENSDARG00000016721,,sdha,393884
ENSDARG00000031346,,rbm17,393889
ENSDARG00000015006,,dnm1l,393896
ENSDARG00000006257,,vldlr,393897
ENSDARG00000044484,,cdc23,393907
ENSDARG00000036069,,ddx39b,393917
ENSDARG00000007901,,crnkl1,393920
ENSDARG00000016239,,psmd13,393922
ENSDARG00000005220,,pdcd6,393925
ENSDARG00000030278,,idh3a,393926
ENSDARG00000011175,,atp6v1d,393935
ENSDARG00000075132,,fh,393938
ENSDARG00000020101,,psmc2,393941
ENSDARG00000038028,,ndufa6,393943
ENSDARG00000007257,,rab5ab,393945
ENSDARG00000021647,,gnai1,393946
ENSDARG00000042527,,unga,393949
ENSDARG00000098367,,srp54,393963
ENSDARG00000037514,,hdac3,393965
ENSDARG00000103845,,zgc-55733,393968
ENSDARG00000007196,,rae1,393973
ENSDARG00000016889,,eif3g,393974
ENSDARG00000033175,,snrpe,393979
ENSDARG00000045463,,ralaa,393993
ENSDARG00000013561,,pgm1,394000
ENSDARG00000021107,,sf3a2,394018
ENSDARG00000005619,,nek2,394025
ENSDARG00000019181,,rpsa,394027
ENSDARG00000004470,,prkcsh,394028
ENSDARG00000058047,,pafah1b3,394033
ENSDARG00000025073,,rpl18a,394035
ENSDARG00000005791,,rpl28,394036
ENSDARG00000029406,,h2afx,394048
ENSDARG00000018106,,eif2b3,394049
ENSDARG00000102978,,eif4a3,394053
ENSDARG00000037968,,fus,394058
ENSDARG00000043797,,cdc5l,394059
ENSDARG00000103025,,hmgcs1,394060
ENSDARG00000037708,,exosc10,394064
ENSDARG00000042851,,srp9,394071
ENSDARG00000029107,,ube2d1a,394085
ENSDARG00000003153,,cpsf5,394092
ENSDARG00000029500,,rpl34,394097
ENSDARG00000011545,,arrb2b,394099
ENSDARG00000021439,,ncoa4,394104
ENSDARG00000055477,,pelo,394111
ENSDARG00000018623,,rad54l,394119
ENSDARG00000034897,,rps10,394121
ENSDARG00000042658,,acad8,394130
ENSDARG00000007959,,hibadhb,394135
ENSDARG00000007639,,cnot4b,394144
ENSDARG00000017775,,atp5g3a,394151
ENSDARG00000088357,,acadl,394156
ENSDARG00000012572,,polr3f,394162
ENSDARG00000025850,,rps21,394166
ENSDARG00000002168,,tra2b,394172
ENSDARG00000056649,,htatsf1,394178
ENSDARG00000010316,,qars,394188
ENSDARG00000012603,,eif3ja,394189
ENSDARG00000021220,,hmgcl,394190
ENSDARG00000039347,,rps24,394194
ENSDARG00000031683,,fosab,394198
ENSDARG00000008383,,arpc1a,394243
ENSDARG00000008785,,dldh,399479
ENSDARG00000070573,,mapk3,399480
ENSDARG00000019062,,arpc5b,399482
ENSDARG00000010878,,cdkn1ca,399483
ENSDARG00000003032,,eif4a1b,399484
ENSDARG00000042990,,cyp2p10,399485
ENSDARG00000042539,,ywhaqa,399487
ENSDARG00000017772,,mdh1aa,399662
ENSDARG00000033566,,cyp17a1,399692
ENSDARG00000005643,,gcat,402822
ENSDARG00000009942,,cdc6,402825
ENSDARG00000027469,,hsd17b1,402842
ENSDARG00000071209,,oprl1,402851
ENSDARG00000037867,,si-ch211-194i10.5,402883
ENSDARG00000099363,,lhb,402917
ENSDARG00000010841,,fshb,402919
ENSDARG00000011125,,snrpb,402966
ENSDARG00000035325,,srsf7a,402972
ENSDARG00000070069,,pitx3,402974
ENSDARG00000040479,,cga,402987
ENSDARG00000011740,,u2af2b,402989
ENSDARG00000003526,,psma5,403011
ENSDARG00000075883,,bub3,403012
ENSDARG00000025348,,igfbp5b,403039
ENSDARG00000032714,,gria1b,403044
ENSDARG00000069640,,vegfc,403049
ENSDARG00000054533,,araf,403063
ENSDARG00000015628,,psmd10,403085
ENSDARG00000008186,,syk,405769
ENSDARG00000058924,,pou1f1,405777
ENSDARG00000009511,,tnfa,405785
ENSDARG00000099774,,cyb5b,405812
ENSDARG00000043884,,nup43,405828
ENSDARG00000041397,,eif2b2,405839
ENSDARG00000104138,,igfbp7,405860
ENSDARG00000038910,,pccb,405861
ENSDARG00000017571,,mccc2,405863
ENSDARG00000062262,,ednrab,405866
ENSDARG00000038000,,crls1,405867
ENSDARG00000089976,,spcs3,405884
ENSDARG00000100588,,rpl36,405888
ENSDARG00000041232,,rps29,405889
ENSDARG00000004861,,esrrga,405890
ENSDARG00000069266,,esrra,405891
ENSDARG00000051916,,cdk7,405897
ENSDARG00000017445,,eif3i,406263
ENSDARG00000007034,,hnrpkl,406264
ENSDARG00000040439,,rsl24d1,406266
ENSDARG00000016399,,riok1,406268
ENSDARG00000053912,,fbl,406275
ENSDARG00000038900,,acadm,406283
ENSDARG00000057691,,srsf1a,406288
ENSDARG00000005359,,sucla2,406299
ENSDARG00000056008,,atp5g1,406301
ENSDARG00000019332,,C24H11orf65,406306
ENSDARG00000032997,,rnf185,406310
ENSDARG00000045618,,clta,406318
ENSDARG00000038881,,acaa2,406325
ENSDARG00000018904,,cstf3,406326
ENSDARG00000039093,,got1,406330
ENSDARG00000037559,,uba1,406335
ENSDARG00000030092,,tram2,406344
ENSDARG00000058230,,rps6kb1b,406349
ENSDARG00000100741,,cdc20,406353
ENSDARG00000007745,,uqcrfs1,406359
ENSDARG00000039914,,gapdhs,406367
ENSDARG00000019924,,cmpk,406383
ENSDARG00000102317,,rpl26,406387
ENSDARG00000042816,,mmp9,406397
ENSDARG00000028119,,sumo3a,406398
ENSDARG00000043371,,mdh2,406405
ENSDARG00000037318,,ddost,406408
ENSDARG00000098589,,cyb5a,406409
ENSDARG00000026845,,rhoaa,406411
ENSDARG00000051986,,ndufs8a,406413
ENSDARG00000075758,,ywhabb,406419
ENSDARG00000009534,,wls,406420
ENSDARG00000021346,,pdhb,406428
ENSDARG00000028336,,dhdhl,406433
ENSDARG00000023963,,tpm4a,406437
ENSDARG00000044267,,sumo1,406438
ENSDARG00000003818,,prkag1,406440
ENSDARG00000005560,,ywhah,406443
ENSDARG00000100611,,bcl7ba,406444
ENSDARG00000010965,,psma8,406445
ENSDARG00000037284,,ptges3a,406449
ENSDARG00000101161,,orc4,406462
ENSDARG00000031795,,abcf1,406467
ENSDARG00000039851,,dhdds,406468
ENSDARG00000020956,,pck2,406473
ENSDARG00000014463,,usf1l,406475
ENSDARG00000021579,,orc5,406479
ENSDARG00000013307,,rpl19,406489
ENSDARG00000010238,,rbm22,406495
ENSDARG00000039515,,atf4a,406514
ENSDARG00000003695,,vdac3,406529
ENSDARG00000006125,,csnk1db,406533
ENSDARG00000032405,,CKAP4,406549
ENSDARG00000077291,,rps2,406565
ENSDARG00000017675,,cirh1a,406571
ENSDARG00000007603,,stxbp2,406578
ENSDARG00000099241,,ppp2cb,406582
ENSDARG00000014313,,atp5j,406599
ENSDARG00000039022,,stk25b,406600
ENSDARG00000003375,,gng12a,406604
ENSDARG00000036942,,gpd1c,406615
ENSDARG00000039150,,lgmn,406625
ENSDARG00000018010,,crtap,406626
ENSDARG00000033855,,rqcd1,406632
ENSDARG00000105014,,mre11a,406637
ENSDARG00000075261,,timp2b,406650
ENSDARG00000016494,,ddc,406651
ENSDARG00000101332,,uba2,406672
ENSDARG00000007791,,ppp2r1a,406685
ENSDARG00000053058,,rps11,406686
ENSDARG00000041068,,got2a,406688
ENSDARG00000057484,,srsf2a,406691
ENSDARG00000043720,,cdc45,406695
ENSDARG00000018529,,lipf,406713
ENSDARG00000026577,,cdk2,406715
ENSDARG00000007825,,map2k1,406728
ENSDARG00000045843,,apex1,406730
ENSDARG00000102744,,mgst3,406736
ENSDARG00000012972,,cfl1l,406738
ENSDARG00000037488,,canx,406757
ENSDARG00000015343,,pgd,406762
ENSDARG00000007323,,chmp4bb,406766
ENSDARG00000104230,,sec23a,406774
ENSDARG00000013729,,srsf6a,406775
ENSDARG00000057987,,uba3,406776
ENSDARG00000104372,,gnb1b,406796
ENSDARG00000041878,,rab11ba,406798
ENSDARG00000104085,,abcd3a,406803
ENSDARG00000025605,,nvl,406805
ENSDARG00000008748,,ube2na,406807
ENSDARG00000053101,,prpf38b,406810
ENSDARG00000019293,,tfdp1a,406813
ENSDARG00000104066,,dnaja2,406814
ENSDARG00000103553,,sf3b3,406824
ENSDARG00000018022,,msh2,406845
ENSDARG00000010078,,nup133,406852
ENSDARG00000020926,,creb3l3l,406853
ENSDARG00000035264,,riok2,407084
ENSDARG00000000183,,ptpn4b,407634
ENSDARG00000038185,,gh1,407639
ENSDARG00000055996,,rps8a,407690
ENSDARG00000011696,,esrrgb,407691
ENSDARG00000042129,,zp3a.1,407714
ENSDARG00000010779,,tlk2,407732
ENSDARG00000037496,,gria4a,407735
ENSDARG00000003486,,ppp1caa,407980
ENSDARG00000042641,,cyp51,414331
ENSDARG00000102525,,lck,414333
ENSDARG00000038384,,th2,414844
ENSDARG00000098696,,rela,415099
ENSDARG00000038687,,nfkb2,415100
ENSDARG00000036082,,tph1b,415103
ENSDARG00000058548,,bves,415107
ENSDARG00000013382,,cwc15,415140
ENSDARG00000010487,,sae1,415148
ENSDARG00000091402,,eif2b1,415150
ENSDARG00000038835,,ppid,415155
ENSDARG00000009753,,sf3b6,415157
ENSDARG00000044562,,cycsb,415158
ENSDARG00000036995,,lsm6,415167
ENSDARG00000036316,,rpl39,415168
ENSDARG00000078073,,nudt5,415176
ENSDARG00000043561,,psmc1b,415181
ENSDARG00000045836,,mapk11,415185
ENSDARG00000041974,,brk1,415187
ENSDARG00000015862,,rpl5b,415196
ENSDARG00000101295,,psmd4a,415202
ENSDARG00000057882,,arpc3,415204
ENSDARG00000035573,,AK6,415208
ENSDARG00000069910,,gtf2f2a,415217
ENSDARG00000020454,,psmd8,415221
ENSDARG00000089626,,ptges3b,415227
ENSDARG00000043509,,rpl11,415229
ENSDARG00000012553,,rap1aa,415242
ENSDARG00000036329,,ndufa1,415243
ENSDARG00000015978,,COX5B_2of3,415253
ENSDARG00000014222,,zgc-86598,415254
ENSDARG00000099677,,bambib,431736
ENSDARG00000018110,,pak4,431769
ENSDARG00000026198,,enoph1,431773
ENSDARG00000034178,,cpsf1,432372
ENSDARG00000028082,,mapkapk5,436608
ENSDARG00000004697,,rxrgb,436617
ENSDARG00000013776,,thop1,436628
ENSDARG00000032639,,cd36,436636
ENSDARG00000053485,,aldh6a1,436647
ENSDARG00000031776,,zgc-92066,436651
ENSDARG00000000212,,krt97,436656
ENSDARG00000028971,,cpsf2,436657
ENSDARG00000044532,,nr4a2b,436679
ENSDARG00000006300,,psmd9,436709
ENSDARG00000045359,,tceb1b,436713
ENSDARG00000044861,,opn1lw2,436716
ENSDARG00000010051,,ufd1l,436724
ENSDARG00000044125,,txn,436734
ENSDARG00000102590,,polr3h,436749
ENSDARG00000016855,,sf3b5,436751
ENSDARG00000069866,,sox1a,436756
ENSDARG00000006413,,rpl38,436759
ENSDARG00000088030,,rpl35a,436760
ENSDARG00000029064,,uqcrq,436768
ENSDARG00000018637,,sec61g,436772
ENSDARG00000008936,,sec11a,436794
ENSDARG00000045543,,atp6v1f,436799
ENSDARG00000038941,,ppp1r1c,436811
ENSDARG00000036625,,polr2f,436817
ENSDARG00000046048,,vapal,436819
ENSDARG00000037855,,taf11,436821
ENSDARG00000037835,,polr3k,436826
ENSDARG00000056510,,gstk1,436833
ENSDARG00000030949,,srprb,436845
ENSDARG00000076223,,SERP1,436846
ENSDARG00000057741,,nr1h4,436847
ENSDARG00000052712,,suclg1,436850
ENSDARG00000044194,,tcta,436858
ENSDARG00000031511,,psmb2,436882
ENSDARG00000027734,,srsf5b,436883
ENSDARG00000094191,,nup37,436892
ENSDARG00000101602,,preb,436911
ENSDARG00000102412,,eci2,436918
ENSDARG00000014794,,uqcrc2a,436930
ENSDARG00000042571,,rnaseh1,436932
ENSDARG00000005945,,sart1,436946
ENSDARG00000054849,,bcat2,436949
ENSDARG00000045230,,cox6b1,436968
ENSDARG00000035625,,snrnp27,436976
ENSDARG00000040620,,psmg1,436987
ENSDARG00000054540,,imp4,436992
ENSDARG00000020595,,gnl3l,442932
ENSDARG00000102741,,sumo2b,445027
ENSDARG00000019778,,rps6,445028
ENSDARG00000032296,,pomp,445030
ENSDARG00000101560,,psma1,445033
ENSDARG00000015394,,thoc7,445035
ENSDARG00000029533,,rpl18,445038
ENSDARG00000077717,,RPL29,445040
ENSDARG00000009285,,rpl15,445053
ENSDARG00000044982,,dhrs3a,445083
ENSDARG00000017658,,gmppb,445097
ENSDARG00000034670,,ube2e2,445100
ENSDARG00000004806,,grwd1,445115
ENSDARG00000030765,,hadh,445121
ENSDARG00000038608,,sdhc,445129
ENSDARG00000043177,,lsm1,445157
ENSDARG00000070155,,tuba8l3,445164
ENSDARG00000026183,,polr2eb,445170
ENSDARG00000042975,,auh,445182
ENSDARG00000057011,,dpm1,445202
ENSDARG00000093007,,mphosph6,445224
ENSDARG00000036811,,ifrd2,445227
ENSDARG00000098679,,nup85,445231
ENSDARG00000055635,,crk,445234
ENSDARG00000012485,,aurka,445246
ENSDARG00000045733,,ciapin1,445283
ENSDARG00000015315,,psmc5,445285
ENSDARG00000045888,,acat1,445290
ENSDARG00000036438,,ndufv1,445291
ENSDARG00000056517,,thoc3,445302
ENSDARG00000102452,,eif3ha,445306
ENSDARG00000017617,,alg6,445327
ENSDARG00000035634,,rfc5,445385
ENSDARG00000032264,,mybl2b,445390
ENSDARG00000039020,,fbxo5,445392
ENSDARG00000105037,,snrpf,445404
ENSDARG00000009640,,psmb1,445413
ENSDARG00000001950,,ak1,445486
ENSDARG00000044298,,phax,445490
ENSDARG00000030139,,sdhdb,445500
ENSDARG00000077815,,cdc26,445501
ENSDARG00000011473,,calcrla,445508
ENSDARG00000020820,,srp68,446119
ENSDARG00000100114,,sf3a3,446168
ENSDARG00000031715,,lyn,447804
ENSDARG00000004840,,rassf1,447811
ENSDARG00000044601,,rtn4a,447816
ENSDARG00000034916,,hat1,447833
ENSDARG00000014793,,ehd1b,447839
ENSDARG00000003693,,hars,447847
ENSDARG00000042509,,glod4,447874
ENSDARG00000056583,,ndufs6,447913
ENSDARG00000069920,,cox17,447914
ENSDARG00000099667,,snrpg,447922
ENSDARG00000045355,,tceb1a,447935
ENSDARG00000045553,,hsd17b2,449537
ENSDARG00000014690,,rps4x,449547
ENSDARG00000032430,,ppp2r1b,449548
ENSDARG00000035129,,zgc-101858,449555
ENSDARG00000045999,,saa,449557
ENSDARG00000002210,,stk25a,449653
ENSDARG00000006553,,rras,449660
ENSDARG00000013250,,tars,449661
ENSDARG00000034826,,park7,449674
ENSDARG00000028106,,glrx,449769
ENSDARG00000036190,,txnl4a,449780
ENSDARG00000011553,,atp5f1,449787
ENSDARG00000038030,,rbx1,449846
ENSDARG00000040443,,polr2i,449992
ENSDARG00000026655,,tspo,450011
ENSDARG00000070431,,fip1l1b,450021
ENSDARG00000043081,,ctsz,450022
ENSDARG00000044803,,dhrs3b,450050
ENSDARG00000006392,,exosc9,450057
ENSDARG00000017781,,hsd17b10,450078
ENSDARG00000021112,,c1d,474329
ENSDARG00000013266,,colec11,492459
ENSDARG00000069065,,btg3,492479
ENSDARG00000042953,,cyp2n13,492484
ENSDARG00000008049,,si-dkey-42i9.4,492503
ENSDARG00000052344,,tbl3,492761
ENSDARG00000004325,,casp9,492763
ENSDARG00000023584,,cdc7,492768
ENSDARG00000087640,,nsfl1c,492805
ENSDARG00000028546,,ndufs1,493605
ENSDARG00000016864,,farsb,493608
ENSDARG00000043631,,bcas2,493614
ENSDARG00000014357,,amh,493624
ENSDARG00000021855,,arnt,493634
ENSDARG00000051889,,dhodh,494065
ENSDARG00000016783,,srsf6b,494133
ENSDARG00000018485,,cyp2v1,494153
ENSDARG00000023058,,foxo3a,494532
ENSDARG00000038577,,cox6c,494577
ENSDARG00000038672,,tcf7,497649
ENSDARG00000055524,,rnf7,503534
ENSDARG00000038363,,drd4a,503564
ENSDARG00000035820,,drd4b,503565
ENSDARG00000025826,,gna12a,503589
ENSDARG00000090716,,cltcb,503600
ENSDARG00000016516,,rbm8a,503767
ENSDARG00000035552,,agtr2,503772
ENSDARG00000059058,,vipr1b,503868
ENSDARG00000046157,,RPS17,541327
ENSDARG00000039346,,ndufa5,541328
ENSDARG00000102115,,ndufc2,541390
ENSDARG00000053452,,pop5,541421
ENSDARG00000036070,,znrd1,541428
ENSDARG00000105206,,hmgcrb,541479
ENSDARG00000076486,,acp1,541489
ENSDARG00000034313,,ppp5c,541536
ENSDARG00000014004,,eif2b4,541548
ENSDARG00000020136,,ptges,544666
ENSDARG00000019371,,flt1,544667
ENSDARG00000098439,,nr1h3,548341
ENSDARG00000028688,,exosc2,550234
ENSDARG00000059046,,psmd5,550235
ENSDARG00000098934,,rrp7a,550241
ENSDARG00000100060,,exosc7,550247
ENSDARG00000023279,,psmd4b,550287
ENSDARG00000038768,,mrpl12,550391
ENSDARG00000015537,,gad2,550403
ENSDARG00000038156,,dusp11,550417
ENSDARG00000005673,,f3b,550423
ENSDARG00000004713,,mad2l1,550434
ENSDARG00000045857,,cebpz,550440
ENSDARG00000040251,,ctsk,550475
ENSDARG00000024324,,arhgap1,550478
ENSDARG00000054696,,psmb4,550499
ENSDARG00000039350,,ssbp1,550504
ENSDARG00000052696,,bdh2,550507
ENSDARG00000046074,,stk11,550537
ENSDARG00000012667,,tfap2b,550545
ENSDARG00000012274,,eif4e1c,550549
ENSDARG00000017034,,sqrdl,550580
ENSDARG00000030224,,ppp2ca,550585
ENSDARG00000040890,,fdps,552997
ENSDARG00000024548,,cryba4,553178
ENSDARG00000051915,,pde5ab,553270
ENSDARG00000015110,,slc18a2,553304
ENSDARG00000001940,,dnajc1,553324
ENSDARG00000057128,,hadhaa,553401
ENSDARG00000013422,,slc8a1a,553489
ENSDARG00000101675,,zgc-123107,553497
ENSDARG00000069926,,hsd3b1,553532
ENSDARG00000039579,,cfd,553553
ENSDARG00000019236,,gsr,553575
ENSDARG00000013016,,pole4,553610
ENSDARG00000015752,,zap70,553615
ENSDARG00000006290,,ndufs5,553660
ENSDARG00000007526,,ndufs2,553672
ENSDARG00000058349,,polr2l,553705
ENSDARG00000011152,,rpp14,553721
ENSDARG00000006434,,polr1e,553733
ENSDARG00000025032,,nr3c1,553740
ENSDARG00000020469,,map3k7,553788
ENSDARG00000024759,,inhbab,553816
ENSDARG00000103295,,cyp3a65,553969
ENSDARG00000099928,,chrm5a,553978
ENSDARG00000056029,,cyp26c1,554036
ENSDARG00000035146,,polr2j,554099
ENSDARG00000088383,,cox5aa,554101
ENSDARG00000053217,,cox7a2a,554103
ENSDARG00000040555,,bckdha,554124
ENSDARG00000021984,,ndufa2,554125
ENSDARG00000039522,,tubb2,554127
ENSDARG00000005458,,csnk1g2a,554152
ENSDARG00000040121,,psma2,554153
ENSDARG00000011146,,uqcrb,554154
ENSDARG00000013598,,tnfb,554167
ENSDARG00000103403,,sar1b,554177
ENSDARG00000017321,,kdr,554230
ENSDARG00000021539,,ephb2b,554232
ENSDARG00000023537,,ahr1b,554265
ENSDARG00000039217,,orc1,554509
ENSDARG00000001910,,rorab,554722
ENSDARG00000020448,,adi1,554736
ENSDARG00000003189,,psmd1,554967
ENSDARG00000018491,,pdia4,554998
ENSDARG00000055415,,zp2l1,555180
ENSDARG00000034893,,rarab,555364
ENSDARG00000029994,,chrm2b,555516
ENSDARG00000075178,,lpcat3,555566
ENSDARG00000026796,,grm1a,555576
ENSDARG00000057737,,rxraa,555578
ENSDARG00000070954,,hmx2,555632
ENSDARG00000013628,,cd164,555639
ENSDARG00000061735,,hnrnpm,555643
ENSDARG00000043332,,prkcz,555737
ENSDARG00000055559,,chrna6,555747
ENSDARG00000045788,,avpr1b,555939
ENSDARG00000021735,,cacna1ba,555941
ENSDARG00000076317,,plod3,556077
ENSDARG00000013582,,csnk2a2b,556379
ENSDARG00000054124,,htr1d,556429
ENSDARG00000027689,,pold1,556456
ENSDARG00000042469,,ndufa12,556538
ENSDARG00000070724,,chrna4b,556619
ENSDARG00000062420,,nfia,556665
ENSDARG00000068641,,taf10,556710
ENSDARG00000060041,,lig1,556995
ENSDARG00000059406,,raf1b,557109
ENSDARG00000099579,,aldh18a1,557186
ENSDARG00000007490,,adrb1,557194
ENSDARG00000070437,,rpl22,557397
ENSDARG00000031046,,nr1h5,557500
ENSDARG00000029689,,tkta,557518
ENSDARG00000059308,,golt1bb,557646
ENSDARG00000018530,,mapkapk2b,557648
ENSDARG00000054323,,pparab,557714
ENSDARG00000052468,,GSK3B_2of2,557882
ENSDARG00000061854,,lman2,557960
ENSDARG00000015422,,ppil1,558042
ENSDARG00000012656,,atf6,558071
ENSDARG00000093170,,mef2b,558073
ENSDARG00000059770,,cpt1aa,558088
ENSDARG00000009123,,sele,558139
ENSDARG00000053646,,adrb3a,558248
ENSDARG00000011201,,rplp2l,558312
ENSDARG00000052654,,thrab,558427
ENSDARG00000060679,,kdm1a,558450
ENSDARG00000037874,,cyp3c2,558473
ENSDARG00000070021,,cyp3c4,558541
ENSDARG00000016667,,gabbr1b,558708
ENSDARG00000035819,,sirt3,558775
ENSDARG00000076546,,trhra,558878
ENSDARG00000016630,,tprb,558883
ENSDARG00000087657,,fasn,559001
ENSDARG00000078500,,dap3,559007
ENSDARG00000010276,,ptgs2b,559020
ENSDARG00000052734,,hmgcra,559054
ENSDARG00000030022,,nup188,559225
ENSDARG00000016825,,vtg6,559229
ENSDARG00000059908,,CCDC86,559409
ENSDARG00000062744,,scn1lab,559447
ENSDARG00000092233,,vtg1,559475
ENSDARG00000062594,,coq7,559504
ENSDARG00000078113,,atp5ia,559659
ENSDARG00000058736,,gabra6b,559693
ENSDARG00000069980,,lman1,559775
ENSDARG00000058165,,HTR2A_2of2,559806
ENSDARG00000092419,,vtg7,559856
ENSDARG00000056015,,hoxb13a,559921
ENSDARG00000055809,,vtg2,559931
ENSDARG00000054203,,npffr1l1,559950
ENSDARG00000002533,,adora2b,560100
ENSDARG00000077732,,alyref,560127
ENSDARG00000061042,,gabbr2,560267
ENSDARG00000007219,,actn1,560400
ENSDARG00000104810,,akt3a,560549
ENSDARG00000071658,,ywhag2,560560
ENSDARG00000070568,,atad5a,560591
ENSDARG00000040988,,tpi1b,560753
ENSDARG00000099313,,naga,560778
ENSDARG00000044093,,rpl13a,560828
ENSDARG00000103699,,ptpn13,560883
ENSDARG00000054181,,valopb,560921
ENSDARG00000028000,,pfkpa,560944
ENSDARG00000094204,,ikbkap,561039
ENSDARG00000051962,,mmp15a,561041
ENSDARG00000016548,,eif5b,561194
ENSDARG00000075819,,arhgef2,561276
ENSDARG00000010712,,npffr1l3,561324
ENSDARG00000027041,,pcdh17,561336
ENSDARG00000069598,,chrm5b,561491
ENSDARG00000040627,,grik1b,561540
ENSDARG00000037555,,atoh8,561606
ENSDARG00000033706,,adora2aa,561701
ENSDARG00000075456,,pik3ca,561737
ENSDARG00000013542,,lpgat1,561832
ENSDARG00000062479,,vcam1,561971
ENSDARG00000061585,,cyp4v7,562008
ENSDARG00000056949,,htr7,562111
ENSDARG00000038956,,fdx1b,562135
ENSDARG00000075768,,sdhb,562149
ENSDARG00000102082,,nr3c2,562171
ENSDARG00000062915,,polr3b,562329
ENSDARG00000016010,,nup107,562350
ENSDARG00000032175,,puf60a,562370
ENSDARG00000071868,,znf711,562505
ENSDARG00000008131,,sox1b,562710
ENSDARG00000062237,,nfs1,562714
ENSDARG00000079295,,cacna1bb,562796
ENSDARG00000058730,,rdh10a,562840
ENSDARG00000063634,,hpse,563020
ENSDARG00000014657,,zgc-171731,563034
ENSDARG00000092919,,zp3c,563179
ENSDARG00000006609,,map2k2a,563181
ENSDARG00000052553,,lig3,563276
ENSDARG00000018257,,ncoa1,563288
ENSDARG00000031777,,pparaa,563298
ENSDARG00000020527,,nup62l,563392
ENSDARG00000101289,,slc29a1a,563580
ENSDARG00000062137,,stag1b,563669
